ubigeo,index_baseline,tier_baseline,index_alternative,tier_alternative,tier_change,rank_baseline,rank_alternative,rank_shift,distrito,provincia,departamento
010101,90.71131290200529,Best served,77.95119182746879,Best served,False,52,53,-1,CHACHAPOYAS,CHACHAPOYAS,AMAZONAS
010102,53.62277714718123,Moderately served,58.87485811577753,Moderately served,False,726,548,178,ASUNCION,CHACHAPOYAS,AMAZONAS
010103,53.6038592508513,Moderately served,50.120601589103295,Weakly served,True,727,1104,-377,BALSAS,CHACHAPOYAS,AMAZONAS
010104,57.99281119939462,Moderately served,53.41231555051078,Weakly served,True,612,897,-285,CHETO,CHACHAPOYAS,AMAZONAS
010105,65.06810442678774,Moderately served,58.718785471055625,Moderately served,False,447,558,-111,CHILIQUIN,CHACHAPOYAS,AMAZONAS
010106,58.35225122966325,Moderately served,59.683598183881955,Moderately served,False,608,491,117,CHUQUIBAMBA,CHACHAPOYAS,AMAZONAS
010107,37.1831252364737,Weakly served,47.112656072644725,Weakly served,False,1218,1264,-46,GRANADA,CHACHAPOYAS,AMAZONAS
010108,68.51116155883466,Best served,61.30107832009081,Best served,False,345,390,-45,HUANCAS,CHACHAPOYAS,AMAZONAS
010109,60.66023458191448,Moderately served,63.23070374574347,Best served,True,544,267,277,LA JALCA,CHACHAPOYAS,AMAZONAS
010110,33.702232311766934,Underserved,46.55930760499433,Weakly served,True,1333,1284,49,LEIMEBAMBA,CHACHAPOYAS,AMAZONAS
010111,57.27393113885736,Moderately served,52.87315550510783,Weakly served,True,631,934,-303,LEVANTO,CHACHAPOYAS,AMAZONAS
010112,51.390465380249715,Moderately served,48.460556186152104,Weakly served,True,786,1198,-412,MAGDALENA,CHACHAPOYAS,AMAZONAS
010113,42.262580401059395,Weakly served,57.89585698070375,Moderately served,True,1065,614,451,MARISCAL CASTILLA,CHACHAPOYAS,AMAZONAS
010114,55.911842603102535,Moderately served,51.851589103291715,Weakly served,True,661,996,-335,MOLINOPAMPA,CHACHAPOYAS,AMAZONAS
010115,30.495648883844115,Underserved,49.070658342792285,Weakly served,True,1462,1166,296,MARISCAL CASTILLA,CHACHAPOYAS,AMAZONAS
010116,47.029890276201286,Weakly served,55.48382519863791,Moderately served,True,915,767,148,OLLEROS,CHACHAPOYAS,AMAZONAS
010117,63.41278849791903,Moderately served,57.47729852440409,Moderately served,False,483,639,-156,QUINJALCA,CHACHAPOYAS,AMAZONAS
010118,63.649262202043126,Moderately served,57.654653802497165,Moderately served,False,477,628,-151,SAN FRANCISCO DE DAGUAS,CHACHAPOYAS,AMAZONAS
010119,53.37684449489217,Moderately served,49.95034052213394,Weakly served,True,736,1116,-380,SAN ISIDRO DE MAINO,CHACHAPOYAS,AMAZONAS
010120,69.87325009458948,Best served,62.322644721906926,Best served,False,301,323,-22,SOLOCO,CHACHAPOYAS,AMAZONAS
010121,59.43057132046916,Moderately served,54.490635641316686,Moderately served,False,577,829,-252,SONCHE,CHACHAPOYAS,AMAZONAS
010201,87.24933787362845,Best served,75.35471055618615,Best served,False,88,93,-5,LA PECA,BAGUA,AMAZONAS
010202,51.9201664774877,Moderately served,57.12968217934166,Moderately served,False,767,664,103,ARAMANGO,BAGUA,AMAZONAS
010203,70.2894438138479,Best served,62.63479001135074,Best served,False,286,304,-18,COPALLÍN,BAGUA,AMAZONAS
010204,73.01362088535754,Best served,64.67792281498298,Best served,False,185,186,-1,EL PARCO,BAGUA,AMAZONAS
010205,31.44154370034052,Underserved,29.646708286038596,Underserved,False,1423,1449,-26,IMAZA,BAGUA,AMAZONAS
010301,41.903140370790766,Weakly served,52.39074914869467,Weakly served,False,1077,965,112,JUMBILLA,BONGARA,AMAZONAS
010302,28.282255013242526,Underserved,47.41061293984109,Weakly served,True,1525,1250,275,CHISQUILLA,BONGARA,AMAZONAS
010303,66.08967082860386,Best served,59.48496027241771,Moderately served,True,414,504,-90,CHURUJA,BONGARA,AMAZONAS
010304,37.15474839197881,Weakly served,54.06498297389331,Moderately served,True,1220,856,364,COROSHA,BONGARA,AMAZONAS
010305,40.181611804767314,Weakly served,56.33513053348468,Moderately served,True,1143,714,429,CUISPES,BONGARA,AMAZONAS
010306,40.95724555429436,Weakly served,56.91685584562997,Moderately served,True,1119,677,442,FLORIDA,BONGARA,AMAZONAS
010307,50.35944003026863,Moderately served,63.96850170261067,Best served,True,810,224,586,JAZAN,BONGARA,AMAZONAS
010308,45.32727960650776,Weakly served,60.19438138479001,Moderately served,True,970,459,511,RECTA,BONGARA,AMAZONAS
010309,41.609912977676885,Weakly served,49.751702610669696,Weakly served,False,1086,1124,-38,SAN CARLOS,BONGARA,AMAZONAS
010310,41.5247824441922,Weakly served,57.342508513053346,Moderately served,True,1090,650,440,SHIPASBAMBA,BONGARA,AMAZONAS
010311,69.5516458569807,Best served,62.081441543700336,Best served,False,311,337,-26,VALERA,BONGARA,AMAZONAS
010312,26.636398032538782,Underserved,22.52412031782066,Underserved,False,1563,1532,31,YAMBRASBAMBA,BONGARA,AMAZONAS
010401,57.35906167234204,Moderately served,60.882519863791146,Best served,True,626,417,209,NIEVA,CONDORCANQUI,AMAZONAS
010402,30.63753310631858,Underserved,17.529795686719638,Underserved,False,1453,1656,-203,EL CENEPA,CONDORCANQUI,AMAZONAS
010403,30.372682557699584,Underserved,18.877695800227016,Underserved,False,1469,1625,-156,RÍO SANTIAGO,CONDORCANQUI,AMAZONAS
010501,68.15172152856601,Best served,61.031498297389334,Best served,False,357,407,-50,LAMUD,LUYA,AMAZONAS
010502,41.20317820658343,Weakly served,57.101305334846764,Moderately served,True,1105,666,439,CAMPORREDONDO,LUYA,AMAZONAS
010503,49.53651153991676,Moderately served,56.221623155505114,Moderately served,False,844,720,124,COCABAMBA,LUYA,AMAZONAS
010504,67.43284146802876,Best served,60.49233825198638,Moderately served,True,378,442,-64,COLCAMAR,LUYA,AMAZONAS
010505,42.21528566023458,Weakly served,52.064415437003404,Weakly served,False,1067,983,84,CONILA,LUYA,AMAZONAS
010506,52.601210745365115,Moderately served,49.36861520998865,Weakly served,True,748,1148,-400,INGUILPATA,LUYA,AMAZONAS
010507,66.7139614074915,Best served,59.95317820658343,Moderately served,True,398,476,-78,LONGUITA,LUYA,AMAZONAS
010508,68.4733257661748,Best served,61.27270147559591,Best served,False,347,392,-45,LONYA CHICO,LUYA,AMAZONAS
010509,69.66515323496027,Best served,62.16657207718502,Best served,False,305,331,-26,LUYA,LUYA,AMAZONAS
010510,60.30079455164586,Moderately served,55.143303064699204,Moderately served,False,554,789,-235,LUYA VIEJO,LUYA,AMAZONAS
010511,44.750283768444945,Weakly served,51.59619750283768,Weakly served,False,988,1011,-23,MARIA,LUYA,AMAZONAS
010512,43.79493000378358,Weakly served,59.04511918274688,Moderately served,True,1015,537,478,OCALLI,LUYA,AMAZONAS
010513,43.936814226258036,Weakly served,53.114358683314414,Weakly served,False,1011,917,94,OCUMAL,LUYA,AMAZONAS
010514,52.54445705637533,Moderately served,60.02412031782066,Moderately served,False,750,471,279,PISUQUIA,LUYA,AMAZONAS
010515,42.42338251986379,Weakly served,58.01645856980704,Moderately served,True,1059,605,454,PROVIDENCIA,LUYA,AMAZONAS
010516,65.0491865304578,Moderately served,58.704597048808175,Moderately served,False,448,559,-111,SAN CRISTOBAL,LUYA,AMAZONAS
010518,37.63715474839198,Weakly served,46.21878547105562,Weakly served,False,1204,1300,-96,SAN JERONIMO,LUYA,AMAZONAS
010519,52.16609912977677,Moderately served,57.14387060158911,Moderately served,False,756,663,93,SAN JUAN DE LOPECANCHA,LUYA,AMAZONAS
010520,51.41884222474461,Moderately served,57.47729852440409,Moderately served,False,785,639,146,SANTA CATALINA,LUYA,AMAZONAS
010521,49.14869466515323,Moderately served,63.06044267877412,Best served,True,856,279,577,SANTO TOMAS,LUYA,AMAZONAS
010522,60.55618615209989,Moderately served,55.33484676503973,Moderately served,False,548,776,-228,TINGO,LUYA,AMAZONAS
010523,72.8433598183882,Best served,64.55022701475596,Best served,False,190,192,-2,TRITA,LUYA,AMAZONAS
010601,84.80892924706772,Best served,73.5244040862656,Best served,False,101,107,-6,SAN NICOLAS,RODRÍGUEZ DE MENDOZA,AMAZONAS
010602,59.91297767688232,Moderately served,60.790295119182744,Best served,True,563,424,139,CHIRIMOTO,RODRÍGUEZ DE MENDOZA,AMAZONAS
010603,49.195989405978054,Moderately served,46.814699205448356,Weakly served,True,855,1272,-417,COCHAMAL,RODRÍGUEZ DE MENDOZA,AMAZONAS
010604,67.7355278093076,Best served,60.719353007945514,Best served,False,371,429,-58,HUAMBO,RODRÍGUEZ DE MENDOZA,AMAZONAS
010605,39.45327279606508,Weakly served,44.74318955732123,Underserved,True,1162,1343,-181,LIMABAMBA,RODRÍGUEZ DE MENDOZA,AMAZONAS
010606,51.012107453651154,Moderately served,48.17678774120318,Weakly served,True,797,1210,-413,LONGAR,RODRÍGUEZ DE MENDOZA,AMAZONAS
010608,68.88951948543323,Best served,61.58484676503973,Best served,False,335,370,-35,MILPUC,RODRÍGUEZ DE MENDOZA,AMAZONAS
010609,70.83806280741581,Best served,63.04625425652668,Best served,False,267,280,-13,OMIA,RODRÍGUEZ DE MENDOZA,AMAZONAS
010610,69.36246689368141,Best served,61.939557321225884,Best served,False,320,346,-26,SANTA ROSA,RODRÍGUEZ DE MENDOZA,AMAZONAS
010611,69.58948164964056,Best served,62.10981838819524,Best served,False,309,335,-26,TOTORA,RODRÍGUEZ DE MENDOZA,AMAZONAS
010612,36.199394627317446,Weakly served,43.551362088535754,Underserved,True,1249,1372,-123,VISTA ALEGRE,RODRÍGUEZ DE MENDOZA,AMAZONAS
010701,86.39803253878168,Best served,74.71623155505108,Best served,False,96,102,-6,BAGUA GRANDE,UTCUBAMBA,AMAZONAS
010702,49.67839576239122,Moderately served,55.015607264472195,Moderately served,False,838,797,41,CAJARURO,UTCUBAMBA,AMAZONAS
010703,57.12258796821793,Moderately served,59.825482406356414,Moderately served,False,638,482,156,CUMBA,UTCUBAMBA,AMAZONAS
010704,64.21679909194097,Moderately served,58.080306469920544,Moderately served,False,464,601,-137,EL MILAGRO,UTCUBAMBA,AMAZONAS
010705,53.367385546727206,Moderately served,59.44239500567537,Moderately served,False,737,508,229,JAMALCA,UTCUBAMBA,AMAZONAS
010706,52.22285281876654,Moderately served,59.229568671963676,Moderately served,False,755,523,232,CAMPORREDONDO,UTCUBAMBA,AMAZONAS
010707,57.264472190692395,Moderately served,61.357832009080596,Best served,True,632,385,247,YAMON,UTCUBAMBA,AMAZONAS
020101,89.95459704880817,Best served,77.38365493757094,Best served,False,65,67,-2,HUARAZ,HUARAZ,ANCASH
020102,50.633749527052586,Moderately served,56.675652667423385,Moderately served,False,803,692,111,COCHABAMBA,HUARAZ,ANCASH
020103,46.14074914869466,Weakly served,55.72502837684449,Moderately served,True,945,753,192,COLCABAMBA,HUARAZ,ANCASH
020104,37.523647370412405,Weakly served,50.248297389330304,Weakly served,False,1210,1096,114,HUANCHAY,HUARAZ,ANCASH
020105,87.98713583049565,Best served,75.90805902383656,Best served,False,84,88,-4,INDEPENDENCIA,HUARAZ,ANCASH
020106,69.15437003405222,Best served,61.783484676503974,Best served,False,326,356,-30,JANGAS,HUARAZ,ANCASH
020107,43.9746500189179,Weakly served,47.9072077185017,Weakly served,False,1010,1222,-212,LA LIBERTAD,HUARAZ,ANCASH
020108,59.903518728717366,Moderately served,54.845346197502835,Moderately served,False,564,808,-244,OLLEROS,HUARAZ,ANCASH
020109,24.0257283390087,Underserved,44.21821793416572,Underserved,False,1634,1356,278,PAMPAS,HUARAZ,ANCASH
020110,48.47710934544079,Moderately served,55.072360953461974,Moderately served,False,873,793,80,PARIACOTO,HUARAZ,ANCASH
020111,51.693151721528565,Moderately served,48.687570942111236,Weakly served,True,776,1187,-411,PIRA,HUARAZ,ANCASH
020112,66.73287930382142,Best served,59.967366628830874,Moderately served,True,397,475,-78,TARICA,HUARAZ,ANCASH
020201,49.97162315550511,Moderately served,47.396424517593644,Weakly served,True,824,1251,-427,AIJA,AIJA,ANCASH
020202,41.64774877033673,Weakly served,51.695516458569806,Weakly served,False,1085,1005,80,CORIS,AIJA,ANCASH
020203,63.83844116534241,Moderately served,57.796538024971625,Moderately served,False,475,621,-146,HUACLLAN,AIJA,ANCASH
020204,56.819901626939085,Moderately served,52.532633371169126,Weakly served,True,644,955,-311,LA MERCED,AIJA,ANCASH
020205,64.1600454029512,Moderately served,58.03774120317821,Moderately served,False,468,604,-136,SUCCHA,AIJA,ANCASH
020301,40.474839197881195,Weakly served,50.943530079455165,Weakly served,False,1133,1051,82,LLAMELLIN,ANTONIO RAYMONDI,ANCASH
020302,61.67234203556564,Moderately served,61.499716231555055,Best served,True,522,376,146,ACZO,ANTONIO RAYMONDI,ANCASH
020303,36.019674612183124,Weakly served,53.21367763904654,Weakly served,False,1259,911,348,CHACCHO,ANTONIO RAYMONDI,ANCASH
020304,48.987892546348846,Moderately served,55.96623155505108,Moderately served,False,862,736,126,CHINGAS,ANTONIO RAYMONDI,ANCASH
020305,52.298524404086265,Moderately served,57.20062429057889,Moderately served,False,754,659,95,MIRGAS,ANTONIO RAYMONDI,ANCASH
020306,61.341278849791905,Moderately served,55.923666288308745,Moderately served,False,529,739,-210,SAN JUAN DE RONTOY,ANTONIO RAYMONDI,ANCASH
020401,32.83200908059024,Underserved,43.46623155505108,Underserved,False,1358,1373,-15,CHACAS,ASUNCION,ANCASH
020402,50.44457056375331,Moderately served,58.19381384790012,Moderately served,False,808,593,215,ACOCHACA,ASUNCION,ANCASH
020508,23.34468407113129,Underserved,20.807321225879683,Underserved,False,1652,1572,80,HUALLANCA,BOLOGNESI,ANCASH
020601,84.35489973514944,Best served,73.1838819523269,Best served,False,104,110,-6,CARHUAZ,CARHUAZ,ANCASH
020602,70.9704880817253,Best served,63.145573212258796,Best served,False,261,273,-12,ACOPAMPA,CARHUAZ,ANCASH
020603,72.78660612939841,Best served,64.50766174801362,Best served,False,192,195,-3,AMASHCA,CARHUAZ,ANCASH
020604,62.930382141505866,Moderately served,57.115493757094214,Moderately served,False,495,665,-170,ANTA,CARHUAZ,ANCASH
020605,62.306091562618235,Moderately served,56.64727582292849,Moderately served,False,505,694,-189,ATAQUERO,CARHUAZ,ANCASH
020606,65.08702232311768,Moderately served,37.50709421112373,Underserved,True,446,1423,-977,MARCARA,CARHUAZ,ANCASH
020607,71.56640181611805,Best served,63.592508513053346,Best served,False,234,243,-9,PARIAHUANCA,CARHUAZ,ANCASH
020608,52.16609912977677,Moderately served,49.04228149829739,Weakly served,True,756,1168,-412,SAN MIGUEL DE ACO,CARHUAZ,ANCASH
020609,51.95800227014756,Moderately served,48.88620885357548,Weakly served,True,766,1175,-409,SHILLA,CARHUAZ,ANCASH
020610,70.54483541430193,Best served,62.82633371169126,Best served,False,277,293,-16,TINCO,CARHUAZ,ANCASH
020611,71.68936814226257,Best served,63.68473325766175,Best served,False,231,238,-7,YUNGAR,CARHUAZ,ANCASH
020701,50.59591373439273,Moderately served,56.122304199772984,Moderately served,False,805,726,79,SAN LUIS,CARLOS FERMIN FITZCARRALD,ANCASH
020702,42.61256148316307,Weakly served,53.653518728717366,Weakly served,False,1051,882,169,SAN NICOLAS,CARLOS FERMIN FITZCARRALD,ANCASH
020703,53.98221717744987,Moderately served,58.846481271282634,Moderately served,False,712,550,162,YAUYA,CARLOS FERMIN FITZCARRALD,ANCASH
020801,58.86303443057132,Moderately served,59.449489216799094,Moderately served,False,592,507,85,CASMA,CASMA,ANCASH
020802,42.574725690503215,Weakly served,47.49574347332577,Weakly served,False,1054,1245,-191,BUENA VISTA ALTA,CASMA,ANCASH
020803,53.32009080590238,Moderately served,49.9077752553916,Weakly served,True,739,1118,-379,COMANDANTE NOEL,CASMA,ANCASH
020804,36.2372304199773,Weakly served,46.6728149829739,Weakly served,False,1247,1280,-33,YAUTAN,CASMA,ANCASH
020901,36.86152099886492,Weakly served,47.68019296254256,Weakly served,False,1227,1232,-5,CORONGO,CORONGO,ANCASH
020902,59.96027241770715,Moderately served,54.88791146424518,Moderately served,False,562,805,-243,ACO,CORONGO,ANCASH
020903,28.54710556186152,Underserved,47.60925085130533,Weakly served,True,1518,1237,281,BAMBAS,CORONGO,ANCASH
020904,53.56602345819145,Moderately served,50.0922247446084,Weakly served,True,728,1106,-378,CUSCA,CORONGO,ANCASH
020905,41.86530457813091,Weakly served,51.00028376844495,Weakly served,False,1079,1047,32,LA PAMPA,CORONGO,ANCASH
020906,54.06734771093454,Moderately served,56.590522133938705,Moderately served,False,708,698,10,YANAC,CORONGO,ANCASH
020907,34.241392357169886,Weakly served,51.87996594778661,Weakly served,False,1317,994,323,YUPAN,CORONGO,ANCASH
021001,74.2338251986379,Best served,65.59307604994325,Best served,False,147,147,0,HUARI,HUARI,ANCASH
021002,48.57169882709042,Moderately served,52.31980703745744,Weakly served,True,871,969,-98,ANRA,HUARI,ANCASH
021003,56.27128263337117,Moderately served,52.12116912599319,Weakly served,True,653,980,-327,CAJAY,HUARI,ANCASH
021004,44.59894059780552,Weakly served,50.191543700340524,Weakly served,False,991,1099,-108,CHAVIN DE HUANTAR,HUARI,ANCASH
021005,55.43889519485433,Moderately served,51.49687854710557,Weakly served,True,672,1015,-343,HUACACHI,HUARI,ANCASH
021006,42.574725690503215,Weakly served,58.12996594778661,Moderately served,True,1054,597,457,HUACCHIS,HUARI,ANCASH
021007,57.103670071888004,Moderately served,52.745459704880815,Weakly served,True,639,942,-303,HUACHIS,HUARI,ANCASH
021008,56.46046159667045,Moderately served,52.26305334846765,Weakly served,True,651,973,-322,HUANTAR,HUARI,ANCASH
021009,64.59515701853954,Moderately served,58.36407491486946,Moderately served,False,458,582,-124,MASIN,HUARI,ANCASH
021010,36.39803253878169,Weakly served,53.49744608399546,Weakly served,False,1238,891,347,PAUCAS,HUARI,ANCASH
021011,63.85735906167234,Moderately served,57.81072644721907,Moderately served,False,474,620,-146,PONTO,HUARI,ANCASH
021012,73.33522512296632,Best served,64.91912599318955,Best served,False,167,169,-2,RAHUAPAMPA,HUARI,ANCASH
021013,29.190314037079077,Underserved,48.091657207718505,Weakly served,True,1499,1214,285,RAPAYAN,HUARI,ANCASH
021014,49.12031782065834,Moderately served,34.1728149829739,Underserved,True,858,1432,-574,SAN MARCOS,HUARI,ANCASH
021015,54.020052970109724,Moderately served,56.40607264472191,Moderately served,False,710,709,1,SAN PEDRO DE CHANA,HUARI,ANCASH
021016,49.38516836927734,Moderately served,55.81015891032917,Moderately served,False,848,747,101,UCO,HUARI,ANCASH
021102,32.61445327279607,Underserved,50.659761634506246,Weakly served,True,1368,1069,299,COCHAPETI,HUARMEY,ANCASH
021103,38.03443057132047,Weakly served,46.16203178206584,Weakly served,False,1192,1303,-111,CULEBRAS,HUARMEY,ANCASH
021104,38.71547483919788,Weakly served,49.73751418842225,Weakly served,False,1177,1125,52,HUAYAN,HUARMEY,ANCASH
021105,43.104426787741204,Weakly served,52.00766174801362,Weakly served,False,1032,987,45,MALVAS,HUARMEY,ANCASH
021201,82.46311010215663,Best served,71.76503972758229,Best served,False,111,118,-7,CARAZ,HUAYLAS,ANCASH
021202,45.50699962164207,Weakly served,53.99404086265608,Moderately served,True,960,861,99,HUALLANCA,HUAYLAS,ANCASH
021203,65.35187287173666,Best served,58.931611804767314,Moderately served,True,437,545,-108,HUATA,HUAYLAS,ANCASH
021204,60.64131668558456,Moderately served,55.398694665153236,Moderately served,False,545,773,-228,HUAYLAS,HUAYLAS,ANCASH
021205,60.84941354521377,Moderately served,55.554767309875146,Moderately served,False,538,763,-225,MATO,HUAYLAS,ANCASH
021206,51.693151721528565,Moderately served,54.26362088535755,Moderately served,False,776,843,-67,PAMPAROMAS,HUAYLAS,ANCASH
021207,69.04086265607265,Best served,61.6983541430193,Best served,False,329,363,-34,PUEBLO LIBRE,HUAYLAS,ANCASH
021208,52.44986757472569,Moderately served,49.25510783200908,Weakly served,True,752,1154,-402,SANTA CRUZ,HUAYLAS,ANCASH
021209,53.85925085130533,Moderately served,57.25737797956867,Moderately served,False,716,655,61,SANTO TORIBIO,HUAYLAS,ANCASH
021210,37.93984108967083,Weakly served,46.729568671963676,Weakly served,False,1195,1278,-83,YURACMARCA,HUAYLAS,ANCASH
021301,70.74347332576616,Best served,62.97531214528944,Best served,False,271,284,-13,PISCOBAMBA,MARISCAL LUZURIAGA,ANCASH
021302,57.122587968217935,Moderately served,52.759648127128266,Weakly served,True,637,941,-304,CASCA,MARISCAL LUZURIAGA,ANCASH
021303,53.499810821036704,Moderately served,56.16486946651533,Moderately served,False,733,724,9,ELEAZAR GUZMAN BARRON,MARISCAL LUZURIAGA,ANCASH
021304,53.52818766553159,Moderately served,50.06384790011351,Weakly served,True,730,1108,-378,FIDEL OLIVAS ESCUDERO,MARISCAL LUZURIAGA,ANCASH
021305,61.700718880060535,Moderately served,56.19324631101021,Moderately served,False,521,722,-201,LLAMA,MARISCAL LUZURIAGA,ANCASH
021306,65.33295497540672,Best served,58.917423382519864,Moderately served,True,438,546,-108,LLUMPA,MARISCAL LUZURIAGA,ANCASH
021307,67.94362466893682,Best served,60.875425652667424,Best served,False,364,418,-54,LUCMA,MARISCAL LUZURIAGA,ANCASH
021308,42.111237230419974,Weakly served,41.50113507377979,Underserved,True,1070,1387,-317,MUSGA,MARISCAL LUZURIAGA,ANCASH
021402,25.576995838062807,Underserved,45.3816685584563,Underserved,False,1593,1329,264,ACAS,OCROS,ANCASH
021405,32.7374195989406,Underserved,22.0133371169126,Underserved,False,1363,1543,-180,COCHAS,OCROS,ANCASH
021501,43.65304578130912,Weakly served,53.1711123723042,Weakly served,False,1019,914,105,CABANA,PALLASCA,ANCASH
021502,63.53575482406356,Moderately served,57.569523269012485,Moderately served,False,480,633,-153,BOLOGNESI,PALLASCA,ANCASH
021503,37.25879682179342,Weakly served,49.52468785471056,Weakly served,False,1216,1139,77,CONCHUCOS,PALLASCA,ANCASH
021504,71.17858494135453,Best served,63.301645856980706,Best served,False,251,263,-12,HUACASCHUQUE,PALLASCA,ANCASH
021505,40.474839197881195,Weakly served,49.55306469920545,Weakly served,False,1133,1137,-4,HUANDOVAL,PALLASCA,ANCASH
021506,46.39614074914869,Weakly served,54.13592508513054,Moderately served,True,935,852,83,LACABAMBA,PALLASCA,ANCASH
021507,45.043511161558826,Weakly served,59.98155505107832,Moderately served,True,979,474,505,LLAPO,PALLASCA,ANCASH
021508,60.39538403329549,Moderately served,55.21424517593644,Moderately served,False,553,785,-232,PALLASCA,PALLASCA,ANCASH
021509,40.474839197881195,Weakly served,51.58200908059024,Weakly served,False,1133,1012,121,PAMPAS,PALLASCA,ANCASH
021510,24.914869466515324,Underserved,21.275539160045405,Underserved,False,1610,1558,52,SANTA ROSA,PALLASCA,ANCASH
021511,38.78168747635263,Weakly served,50.60300794551646,Weakly served,False,1175,1073,102,TAUCA,PALLASCA,ANCASH
021601,79.66326144532727,Best served,69.66515323496027,Best served,False,124,129,-5,POMABAMBA,POMABAMBA,ANCASH
021602,66.69504351116156,Best served,59.93898978433599,Moderately served,True,399,477,-78,HUAYLLAN,POMABAMBA,ANCASH
021603,52.979568671963676,Moderately served,55.001418842224744,Moderately served,False,743,798,-55,PAROBAMBA,POMABAMBA,ANCASH
021604,57.29284903518729,Moderately served,52.887343927355275,Weakly served,True,628,933,-305,QUINUABAMBA,POMABAMBA,ANCASH
021701,73.11766931517215,Best served,64.75595913734392,Best served,False,179,181,-2,RECUAY,RECUAY,ANCASH
021702,33.172531214528945,Underserved,16.962258796821793,Underserved,False,1349,1668,-319,CATAC,RECUAY,ANCASH
021703,39.22625804010594,Weakly served,46.98496027241771,Weakly served,False,1167,1268,-101,COTAPARACO,RECUAY,ANCASH
021710,57.51986379114642,Moderately served,53.057604994324635,Weakly served,True,621,921,-300,TICAPAMPA,RECUAY,ANCASH
021801,75.9175179720015,Best served,53.29171396140749,Weakly served,True,137,906,-769,CHIMBOTE,SANTA,ANCASH
021802,36.1048051456678,Weakly served,46.92820658342792,Weakly served,False,1256,1270,-14,CACERES DEL PERU,SANTA,ANCASH
021803,73.4487325009459,Best served,65.00425652667424,Best served,False,164,165,-1,COISHCO,SANTA,ANCASH
021804,29.03897086643965,Underserved,26.823212258796822,Underserved,False,1505,1470,35,MACATE,SANTA,ANCASH
021805,37.36284525160802,Weakly served,49.32604994324631,Weakly served,False,1213,1151,62,MORO,SANTA,ANCASH
021806,40.70185395384033,Weakly served,47.65181611804768,Weakly served,False,1128,1234,-106,NEPEÑA,SANTA,ANCASH
021807,61.51153991676126,Moderately served,56.051362088535754,Moderately served,False,526,731,-205,SAMANCO,SANTA,ANCASH
021808,73.25955353764661,Best served,64.86237230419977,Best served,False,172,173,-1,SANTA,SANTA,ANCASH
021809,88.13847900113507,Best served,76.02156640181612,Best served,False,83,87,-4,NUEVO CHIMBOTE,NUEVO CHIMBOTE,ANCASH
021901,85.79265985622399,Best served,74.2622020431328,Best served,False,98,103,-5,SIHUAS,SIHUAS,ANCASH
021902,43.04767309875142,Weakly served,47.77951191827469,Weakly served,False,1037,1227,-190,ACOBAMBA,SIHUAS,ANCASH
021903,55.41051835035944,Moderately served,51.475595913734395,Weakly served,True,674,1016,-342,ALFONSO UGARTE,SIHUAS,ANCASH
021904,65.29511918274687,Best served,58.88904653802497,Moderately served,True,439,547,-108,CASHAPAMPA,SIHUAS,ANCASH
021905,55.64699205448354,Moderately served,51.65295119182747,Weakly served,True,669,1008,-339,CHINGALPO,SIHUAS,ANCASH
021906,55.02270147559591,Moderately served,51.18473325766175,Weakly served,True,682,1035,-353,HUAYLLABAMBA,SIHUAS,ANCASH
021907,57.368520620507,Moderately served,52.94409761634506,Weakly served,True,625,930,-305,QUICHES,SIHUAS,ANCASH
021908,53.793038214150585,Moderately served,50.262485811577754,Weakly served,True,717,1095,-378,RAGASH,SIHUAS,ANCASH
021909,60.8683314415437,Moderately served,55.56895573212259,Moderately served,False,537,762,-225,SAN JUAN,SIHUAS,ANCASH
021910,63.38441165342414,Moderately served,57.45601589103292,Moderately served,False,484,641,-157,SICSIBAMBA,SIHUAS,ANCASH
022001,82.44419220582671,Best served,71.75085130533485,Best served,False,112,119,-7,YUNGAY,YUNGAY,ANCASH
022002,41.080211880438895,Weakly served,48.41799091940976,Weakly served,False,1114,1201,-87,CASCAPARA,YUNGAY,ANCASH
022003,71.40559969731365,Best served,63.47190692395006,Best served,False,243,252,-9,MANCOS,YUNGAY,ANCASH
022004,62.19258418463867,Moderately served,56.56214528944382,Moderately served,False,509,700,-191,MATACOTO,YUNGAY,ANCASH
022005,39.56678017404465,Weakly served,48.999716231555055,Weakly served,False,1159,1170,-11,QUILLO,YUNGAY,ANCASH
022006,71.78395762391222,Best served,63.75567536889898,Best served,False,227,234,-7,RANRAHIRCA,YUNGAY,ANCASH
022007,65.73023079833521,Best served,59.21538024971623,Moderately served,True,425,524,-99,SHUPLUY,YUNGAY,ANCASH
022008,62.11691259931895,Moderately served,56.50539160045403,Moderately served,False,511,704,-193,YANAMA,YUNGAY,ANCASH
030101,91.316685584563,Best served,78.40522133938705,Best served,False,43,43,0,ABANCAY,ABANCAY,APURIMAC
030102,44.33409004918653,Weakly served,54.66089670828604,Moderately served,True,998,819,179,CHACOCHE,ABANCAY,APURIMAC
030103,37.80741581536133,Weakly served,47.5383087400681,Weakly served,False,1200,1242,-42,CIRCA,ABANCAY,APURIMAC
030104,66.06129398410896,Best served,66.62883087400681,Best served,False,415,140,275,CURAHUASI,ABANCAY,APURIMAC
030105,50.33106318577374,Moderately served,53.29880817253122,Weakly served,True,812,905,-93,HUANIPACA,ABANCAY,APURIMAC
030106,57.255013242527426,Moderately served,52.85896708286039,Weakly served,True,633,935,-302,LAMBRAMA,ABANCAY,APURIMAC
