ubigeo,index_baseline,tier_baseline,index_alternative,tier_alternative,tier_change,rank_baseline,rank_alternative,rank_shift,distrito,provincia,departamento
040704,49.13923571698827,Moderately served,46.77213393870602,Weakly served,True,857,1275,-418,ISLAY,ISLAY,AREQUIPA
040705,53.96329928111994,Moderately served,50.39018161180477,Weakly served,True,713,1086,-373,MEJIA,ISLAY,AREQUIPA
040706,32.16042376087779,Underserved,14.436719636776392,Underserved,False,1393,1729,-336,PUNTA DE BOMBON,ISLAY,AREQUIPA
040801,34.46840711312902,Weakly served,52.05022701475596,Weakly served,False,1304,984,320,COTAHUASI,LA UNION,AREQUIPA
040802,27.0525917517972,Underserved,46.488365493757094,Weakly served,True,1554,1288,266,ALCA,LA UNION,AREQUIPA
040803,34.73325766174801,Weakly served,24.638195232690126,Underserved,True,1299,1497,-198,CHARCANA,LA UNION,AREQUIPA
040804,24.66893681422626,Underserved,19.700624290578887,Underserved,False,1614,1598,16,HUAYNACOTAS,LA UNION,AREQUIPA
040805,25.331063185773743,Underserved,21.119466515323495,Underserved,False,1599,1565,34,PAMPAMARCA,LA UNION,AREQUIPA
040806,21.793416572077184,Underserved,13.415153234960274,Underserved,False,1693,1746,-53,PUYCA,LA UNION,AREQUIPA
040807,29.738933030646994,Underserved,19.544551645856984,Underserved,False,1490,1605,-115,QUECHUALLA,LA UNION,AREQUIPA
040808,36.171017782822545,Weakly served,53.32718501702611,Weakly served,False,1250,903,347,SAYLA,LA UNION,AREQUIPA
040809,24.51759364358683,Underserved,17.84194097616345,Underserved,False,1619,1654,-35,TAURIA,LA UNION,AREQUIPA
040810,32.82255013242528,Underserved,50.81583427922815,Weakly served,True,1360,1059,301,TOMEPAMPA,LA UNION,AREQUIPA
040811,25.312145289443816,Underserved,15.656923950056754,Underserved,False,1600,1699,-99,TORO,LA UNION,AREQUIPA
050105,55.19296254256527,Moderately served,51.312429057888764,Weakly served,True,681,1028,-347,CHIARA,HUAMANGA,AYACUCHO
050108,64.40597805524025,Moderately served,58.222190692395,Moderately served,False,461,591,-130,QUINUA,HUAMANGA,AYACUCHO
050201,82.67120696178584,Best served,71.9211123723042,Best served,False,110,117,-7,CANGALLO,CANGALLO,AYACUCHO
050202,46.51910707529323,Weakly served,53.61804767309875,Weakly served,False,931,884,47,CHUSCHI,CANGALLO,AYACUCHO
050203,61.53045781309118,Moderately served,56.0655505107832,Moderately served,False,525,730,-205,LOS MOROCHUCOS,CANGALLO,AYACUCHO
050204,58.65493757094211,Moderately served,53.9089103291714,Moderately served,False,601,867,-266,MARIA PARADO DE BELLIDO,CANGALLO,AYACUCHO
050205,30.0794551645857,Underserved,48.758513053348466,Weakly served,True,1484,1184,300,PARAS,CANGALLO,AYACUCHO
050206,42.6031025349981,Weakly served,58.15124858115777,Moderately served,True,1052,596,456,TOTOS,CANGALLO,AYACUCHO
050301,21.982595535376465,Underserved,13.21651532349603,Underserved,False,1687,1751,-64,SANCOS,HUANCA SANCOS,AYACUCHO
050302,52.03367385546726,Moderately served,56.17905788876277,Moderately served,False,761,723,38,CARAPO,HUANCA SANCOS,AYACUCHO
050303,32.30230798335225,Underserved,16.79199772985244,Underserved,False,1384,1672,-288,SACSAMARCA,HUANCA SANCOS,AYACUCHO
050304,28.35792659856224,Underserved,19.260783200908058,Underserved,False,1524,1615,-91,SANTIAGO DE LUCANAMARCA,HUANCA SANCOS,AYACUCHO
050401,70.10026485054863,Best served,67.366628830874,Best served,False,293,138,155,HUANTA,HUANTA,AYACUCHO
050402,26.485054861899357,Underserved,21.162031782065835,Underserved,False,1567,1563,4,AYAHUANCO,HUANTA,AYACUCHO
050403,66.20317820658343,Best served,59.57009080590238,Moderately served,True,411,498,-87,HUAMANGUILLA,HUANTA,AYACUCHO
050404,69.38138479001134,Best served,61.95374574347333,Best served,False,319,345,-26,IGUAIN,HUANTA,AYACUCHO
050405,62.13583049564888,Moderately served,56.519580022701476,Moderately served,False,510,703,-193,LURICOCHA,HUANTA,AYACUCHO
050406,44.901626939084366,Weakly served,50.70232690124858,Weakly served,False,984,1067,-83,SANTILLANA,HUANTA,AYACUCHO
050407,58.853575482406356,Moderately served,61.03859250851305,Best served,True,593,406,187,SIVIA,HUANTA,AYACUCHO
050408,46.415058645478624,Weakly served,30.696651532349602,Underserved,True,933,1444,-511,LLOCHEGUA,HUANTA,AYACUCHO
050501,62.06961785849413,Moderately served,61.73382519863791,Best served,True,512,360,152,SAN MIGUEL,LA MAR,AYACUCHO
050502,39.793794930003784,Weakly served,48.60244040862656,Weakly served,False,1150,1193,-43,ANCO,LA MAR,AYACUCHO
050503,78.54710556186151,Best served,68.82803632236096,Best served,False,127,133,-6,AYNA,LA MAR,AYACUCHO
050507,56.91449110858872,Moderately served,52.603575482406356,Weakly served,True,641,950,-309,SANTA ROSA,LA MAR,AYACUCHO
050508,61.2088535754824,Moderately served,55.82434733257662,Moderately served,False,532,746,-214,TAMBO,LA MAR,AYACUCHO
050601,65.2099886492622,Best served,34.09477866061294,Underserved,True,441,1434,-993,PUQUIO,LUCANAS,AYACUCHO
050602,26.447219069239498,Underserved,18.012202043132802,Underserved,False,1568,1650,-82,AUCARA,LUCANAS,AYACUCHO
050603,33.76844494892168,Underserved,19.61549375709421,Underserved,False,1330,1602,-272,CABANA,LUCANAS,AYACUCHO
050604,32.51986379114643,Underserved,17.23183881952327,Underserved,False,1375,1664,-289,CARMEN SALCEDO,LUCANAS,AYACUCHO
050605,45.54483541430193,Weakly served,44.07633371169126,Underserved,True,959,1362,-403,CHAVIÑA,LUCANAS,AYACUCHO
050606,30.618615209988647,Underserved,24.042281498297392,Underserved,False,1456,1505,-49,CHIPAO,LUCANAS,AYACUCHO
050607,32.16042376087779,Underserved,50.31923950056754,Weakly served,True,1393,1091,302,HUAC-HUAS,LUCANAS,AYACUCHO
050608,23.571698827090426,Underserved,17.01901248581158,Underserved,False,1646,1666,-20,LARAMATE,LUCANAS,AYACUCHO
050609,34.51570185395384,Weakly served,18.2250283768445,Underserved,True,1302,1645,-343,LEONCIO PRADO,LUCANAS,AYACUCHO
050610,28.187665531592888,Underserved,25.02128263337117,Underserved,False,1528,1491,37,LLAUTA,LUCANAS,AYACUCHO
050611,35.00756715853197,Weakly served,17.402099886492625,Underserved,True,1291,1661,-370,LUCANAS,LUCANAS,AYACUCHO
050612,30.448354143019298,Underserved,21.105278093076052,Underserved,False,1466,1566,-100,OCAÑA,LUCANAS,AYACUCHO
050613,31.602345819144915,Underserved,23.07746878547106,Underserved,False,1413,1522,-109,OTOCA,LUCANAS,AYACUCHO
050614,28.537646613696555,Underserved,20.608683314415437,Underserved,False,1519,1577,-58,SAISA,LUCANAS,AYACUCHO
050615,41.71396140749149,Weakly served,23.772701475595916,Underserved,True,1084,1509,-425,SAN CRISTOBAL,LUCANAS,AYACUCHO
050616,62.249337873628455,Moderately served,56.604710556186156,Moderately served,False,507,697,-190,SAN JUAN,LUCANAS,AYACUCHO
050617,35.32917139614075,Weakly served,18.395289443813848,Underserved,True,1277,1638,-361,SAN PEDRO,LUCANAS,AYACUCHO
050618,25.387816874763526,Underserved,15.940692395005676,Underserved,False,1598,1692,-94,SAN PEDRO DE PALCO,LUCANAS,AYACUCHO
050619,36.14264093832766,Weakly served,22.197786606129398,Underserved,True,1253,1536,-283,SANCOS,LUCANAS,AYACUCHO
050620,40.67347710934544,Weakly served,56.70402951191828,Moderately served,True,1129,691,438,SANTA ANA DE HUAYCAHUACHO,LUCANAS,AYACUCHO
050621,25.444570563753313,Underserved,20.41004540295119,Underserved,False,1596,1581,15,SANTA LUCIA,LUCANAS,AYACUCHO
050701,54.16193719258418,Moderately served,39.03234960272418,Underserved,True,706,1421,-715,CORACORA,PARINACOCHAS,AYACUCHO
050702,54.928111993946274,Moderately served,51.11379114642452,Weakly served,True,687,1040,-353,CHUMPI,PARINACOCHAS,AYACUCHO
050703,23.987892546348846,Underserved,19.133087400681045,Underserved,False,1636,1619,17,CORONEL CASTAÑEDA,PARINACOCHAS,AYACUCHO
050704,29.057888762769583,Underserved,47.99233825198638,Weakly served,True,1504,1220,284,PACAPAUSA,PARINACOCHAS,AYACUCHO
050705,32.642830117290956,Underserved,16.15351872871737,Underserved,False,1366,1687,-321,PULLO,PARINACOCHAS,AYACUCHO
050706,39.718123344684074,Weakly served,48.829455164585696,Weakly served,False,1155,1178,-23,PUYUSCA,PARINACOCHAS,AYACUCHO
050707,32.2360953461975,Underserved,50.37599318955732,Weakly served,True,1387,1087,300,SAN FRANCISCO DE RAVACAYCO,PARINACOCHAS,AYACUCHO
050708,38.8668180098373,Weakly served,49.595629965947786,Weakly served,False,1173,1134,39,UPAHUACHO,PARINACOCHAS,AYACUCHO
050801,34.449489216799094,Weakly served,52.03603859250851,Weakly served,False,1306,985,321,PAUSA,PAUCAR DEL SARA SARA,AYACUCHO
050802,25.690503216042377,Underserved,23.588251986379113,Underserved,False,1591,1515,76,COLTA,PAUCAR DEL SARA SARA,AYACUCHO
050803,32.44419220582671,Underserved,50.53206583427923,Weakly served,True,1378,1077,301,CORCULLA,PAUCAR DEL SARA SARA,AYACUCHO
050804,36.398032538781685,Weakly served,48.26191827468786,Weakly served,False,1239,1206,33,LAMPA,PAUCAR DEL SARA SARA,AYACUCHO
050805,30.703745743473323,Underserved,49.22673098751419,Weakly served,True,1447,1155,292,MARCABAMBA,PAUCAR DEL SARA SARA,AYACUCHO
050806,23.420355656451004,Underserved,16.309591373439275,Underserved,False,1649,1682,-33,OYOLO,PAUCAR DEL SARA SARA,AYACUCHO
050807,38.365493757094214,Weakly served,54.97304199772985,Moderately served,True,1185,800,385,PARARCA,PAUCAR DEL SARA SARA,AYACUCHO
050808,31.006432084752173,Underserved,49.45374574347333,Weakly served,True,1439,1144,295,SAN JAVIER DE ALPABAMBA,PAUCAR DEL SARA SARA,AYACUCHO
050809,45.251608021188034,Weakly served,60.13762769580023,Moderately served,True,976,463,513,SAN JOSE DE USHUA,PAUCAR DEL SARA SARA,AYACUCHO
050810,34.279228149829734,Weakly served,51.9083427922815,Weakly served,False,1314,992,322,SARA SARA,PAUCAR DEL SARA SARA,AYACUCHO
050901,36.24668936814226,Weakly served,53.3839387060159,Weakly served,False,1246,899,347,QUEROBAMBA,SUCRE,AYACUCHO
050902,43.09496783957624,Weakly served,58.52014755959138,Moderately served,True,1033,571,462,BELEN,SUCRE,AYACUCHO
050903,38.800605372682554,Weakly served,55.29937570942111,Moderately served,True,1174,779,395,CHALCOS,SUCRE,AYACUCHO
050904,44.93000378357927,Weakly served,59.896424517593644,Moderately served,True,983,479,504,CHILCAYOC,SUCRE,AYACUCHO
050905,29.228149829738932,Underserved,48.1200340522134,Weakly served,True,1498,1213,285,HUACAÑA,SUCRE,AYACUCHO
050906,32.93605751040484,Underserved,50.90096481271283,Weakly served,True,1355,1054,301,MORCOLLA,SUCRE,AYACUCHO
050907,42.186908815739685,Weakly served,57.83910329171397,Moderately served,True,1068,618,450,PAICO,SUCRE,AYACUCHO
050908,24.593265228906546,Underserved,23.41799091940976,Underserved,False,1617,1519,98,SAN PEDRO DE LARCAY,SUCRE,AYACUCHO
050909,40.446462353386295,Weakly served,56.53376844494892,Moderately served,True,1138,702,436,SAN SALVADOR DE QUIJE,SUCRE,AYACUCHO
050910,47.559591373439275,Weakly served,61.86861520998865,Best served,True,899,350,549,SANTIAGO DE PAUCARAY,SUCRE,AYACUCHO
050911,24.04464623533863,Underserved,44.232406356413165,Underserved,False,1633,1355,278,SORAS,SUCRE,AYACUCHO
051001,52.48770336738555,Moderately served,28.96566401816118,Underserved,True,751,1455,-704,HUANCAPI,FAJARDO,AYACUCHO
051002,64.17896329928112,Moderately served,58.05192962542566,Moderately served,False,467,603,-136,ALCAMENCA,FAJARDO,AYACUCHO
051003,27.6579644343549,Underserved,46.942395005675365,Weakly served,True,1540,1269,271,APONGO,FAJARDO,AYACUCHO
051004,46.68936814226258,Weakly served,61.21594778660613,Best served,True,927,394,533,ASQUIPATA,FAJARDO,AYACUCHO
051005,42.08286038592509,Weakly served,31.746594778660615,Underserved,True,1073,1438,-365,CANARIA,FAJARDO,AYACUCHO
051006,58.976541808550884,Moderately served,54.15011350737798,Moderately served,False,590,851,-261,CAYARA,FAJARDO,AYACUCHO
051007,66.05183503594401,Best served,59.456583427922816,Moderately served,True,416,506,-90,COLCA,FAJARDO,AYACUCHO
051008,68.28414680287551,Best served,61.13081725312146,Best served,False,351,399,-48,HUAMANQUIQUIA,FAJARDO,AYACUCHO
051009,60.66023458191449,Moderately served,55.41288308740069,Moderately served,False,543,772,-229,HUANCARAYLLA,FAJARDO,AYACUCHO
051010,44.031403707907685,Weakly served,52.57519863791147,Weakly served,False,1007,952,55,HUAYA,FAJARDO,AYACUCHO
051011,42.934165720771844,Weakly served,51.014472190692395,Weakly served,False,1042,1046,-4,SARHUA,FAJARDO,AYACUCHO
051012,30.344305713204694,Underserved,28.341373439273553,Underserved,False,1471,1458,13,VILCANCHOS,FAJARDO,AYACUCHO
051101,64.68974650018917,Moderately served,58.43501702610669,Moderately served,False,455,576,-121,VILCAS HUAMAN,VILCAS HUAMAN,AYACUCHO
051102,45.19485433219826,Weakly served,60.09506242905789,Moderately served,True,977,466,511,ACCOMARCA,VILCAS HUAMAN,AYACUCHO
051103,60.62239878925463,Moderately served,55.384506242905786,Moderately served,False,546,774,-228,CARHUANCA,VILCAS HUAMAN,AYACUCHO
051104,53.64169504351116,Moderately served,50.14897843359819,Weakly served,True,724,1102,-378,CONCEPCION,VILCAS HUAMAN,AYACUCHO
051105,47.87173666288309,Weakly served,52.23467650397276,Weakly served,False,889,974,-85,HUAMBALPA,VILCAS HUAMAN,AYACUCHO
051106,41.12750662126372,Weakly served,57.044551645856984,Moderately served,True,1111,669,442,INDEPENDENCIA,VILCAS HUAMAN,AYACUCHO
051107,55.41051835035944,Moderately served,51.475595913734395,Weakly served,True,674,1016,-342,SAURAMA,VILCAS HUAMAN,AYACUCHO
051108,62.76012107453651,Moderately served,56.9877979568672,Moderately served,False,497,672,-175,VISCHONGO,VILCAS HUAMAN,AYACUCHO
060101,91.43019296254255,Best served,78.49035187287174,Best served,False,41,41,0,CAJAMARCA,CAJAMARCA,CAJAMARCA
060102,57.784714339765415,Moderately served,53.25624290578888,Weakly served,True,615,908,-293,ASUNCION,CAJAMARCA,CAJAMARCA
060103,57.425274309496785,Moderately served,52.986662883087405,Weakly served,True,623,927,-304,CHETILLA,CAJAMARCA,CAJAMARCA
060104,37.84525160802119,Weakly served,46.61606129398411,Weakly served,False,1198,1282,-84,COSPAN,CAJAMARCA,CAJAMARCA
060105,61.79530836171018,Moderately served,56.26418842224745,Moderately served,False,518,717,-199,ENCAÑADA,CAJAMARCA,CAJAMARCA
060106,54.69163828982218,Moderately served,56.150681044267884,Moderately served,False,695,725,-30,JESUS,CAJAMARCA,CAJAMARCA
060107,61.36019674612183,Moderately served,55.93785471055619,Moderately served,False,528,738,-210,LLACANORA,CAJAMARCA,CAJAMARCA
060108,63.70601589103291,Moderately served,57.6972190692395,Moderately served,False,476,625,-149,LOS BAÑOS DEL INCA,CAJAMARCA,CAJAMARCA
060109,61.15209988649262,Moderately served,55.78178206583428,Moderately served,False,533,749,-216,MAGDALENA,CAJAMARCA,CAJAMARCA
060110,51.33371169125992,Moderately served,54.859534619750285,Moderately served,False,790,807,-17,MATARA,CAJAMARCA,CAJAMARCA
060111,58.48467650397276,Moderately served,59.52752553916005,Moderately served,False,604,501,103,NAMORA,CAJAMARCA,CAJAMARCA
060112,57.633371169125994,Moderately served,53.14273552780931,Weakly served,True,617,915,-298,SAN JUAN,CAJAMARCA,CAJAMARCA
060201,83.0495648883844,Best served,72.20488081725313,Best served,False,109,116,-7,CAJABAMBA,CAJABAMBA,CAJAMARCA
060202,45.298902762012865,Weakly served,51.26986379114643,Weakly served,False,971,1030,-59,CACHACHI,CAJABAMBA,CAJAMARCA
060203,63.95194854332198,Moderately served,57.8816685584563,Moderately served,False,471,615,-144,CONDEBAMBA,CAJABAMBA,CAJAMARCA
060204,46.206961785849415,Weakly served,50.787457434733255,Weakly served,False,940,1061,-121,SITACOCHA,CAJABAMBA,CAJAMARCA
060301,77.35527809307604,Best served,67.93416572077186,Best served,False,130,136,-6,CELENDIN,CELENDÍN,CAJAMARCA
060302,40.56942867953084,Weakly served,50.43274687854711,Weakly served,False,1130,1084,46,CHUMUCH,CELENDÍN,CAJAMARCA
060303,50.018917896329924,Moderately served,57.29994324631101,Moderately served,False,821,653,168,CORTEGANA,CELENDÍN,CAJAMARCA
060304,61.56829360575104,Moderately served,56.0939273552781,Moderately served,False,524,728,-204,HUASMIN,CELENDÍN,CAJAMARCA
060305,61.13318199016269,Moderately served,55.767593643586835,Moderately served,False,534,750,-216,JORGE CHAVEZ,CELENDÍN,CAJAMARCA
060306,67.92470677260688,Best served,60.861237230419974,Best served,False,365,419,-54,JOSE GALVEZ,CELENDÍN,CAJAMARCA
060307,58.673855467272034,Moderately served,53.92309875141884,Moderately served,False,600,866,-266,MIGUEL IGLESIAS,CELENDÍN,CAJAMARCA
060308,50.501324252743096,Moderately served,53.36975028376845,Weakly served,True,806,900,-94,OXAMARCA,CELENDÍN,CAJAMARCA
060309,68.35981838819524,Best served,61.187570942111236,Best served,False,348,396,-48,SOROCHUCO,CELENDÍN,CAJAMARCA
060310,51.59856223987892,Moderately served,48.616628830874006,Weakly served,True,783,1192,-409,SUCRE,CELENDÍN,CAJAMARCA
060311,54.30382141505864,Moderately served,50.645573212258796,Weakly served,True,702,1070,-368,UTCO,CELENDÍN,CAJAMARCA
060312,60.09269769201665,Moderately served,54.9872304199773,Moderately served,False,559,799,-240,LA LIBERTAD DE PALLAN,CELENDÍN,CAJAMARCA
060401,89.36814226258039,Best served,76.94381384790012,Best served,False,69,72,-3,CHOTA,CHOTA,CAJAMARCA
060402,58.40900491865304,Moderately served,59.6977866061294,Moderately served,False,607,490,117,ANGUIA,CHOTA,CAJAMARCA
060403,61.81422625804011,Moderately served,63.41515323496027,Best served,True,516,255,261,CHADIN,CHOTA,CAJAMARCA
060404,72.54067347710935,Best served,64.32321225879683,Best served,False,201,204,-3,CHIGUIRIP,CHOTA,CAJAMARCA
060405,43.038214150586455,Weakly served,58.477582292849036,Moderately served,True,1038,574,464,CHIMBAN,CHOTA,CAJAMARCA
060406,39.405978055240254,Weakly served,55.75340522133939,Moderately served,True,1165,751,414,CHOROPAMPA,CHOTA,CAJAMARCA
060407,70.91373439273553,Best served,63.10300794551646,Best served,False,265,277,-12,COCHABAMBA,CHOTA,CAJAMARCA
060408,68.79493000378358,Best served,61.5139046538025,Best served,False,338,375,-37,CONCHAN,CHOTA,CAJAMARCA
060409,66.29776768823307,Best served,59.64103291713961,Moderately served,True,407,493,-86,HUAMBOS,CHOTA,CAJAMARCA
060410,72.46500189178963,Best served,64.26645856980704,Best served,False,205,208,-3,LAJAS,CHOTA,CAJAMARCA
060411,44.35300794551645,Weakly served,55.31356413166856,Moderately served,True,997,778,219,LLAMA,CHOTA,CAJAMARCA
060412,36.20885357548241,Weakly served,53.355561861521,Weakly served,False,1248,901,347,MIRACOSTA,CHOTA,CAJAMARCA
060413,71.48127128263337,Best served,63.528660612939845,Best served,False,239,248,-9,PACCHA,CHOTA,CAJAMARCA
060414,43.397654180855085,Weakly served,58.74716231555051,Moderately served,True,1024,557,467,PION,CHOTA,CAJAMARCA
060415,57.34960272417707,Moderately served,60.37883087400681,Moderately served,False,627,448,179,QUEROCOTO,CHOTA,CAJAMARCA
060416,36.79530836171018,Weakly served,53.79540295119183,Moderately served,True,1228,872,356,SAN JUAN DE LICUPIS,CHOTA,CAJAMARCA
060417,70.87589860007567,Best served,63.074631101021566,Best served,False,266,278,-12,TACABAMBA,CHOTA,CAJAMARCA
060418,26.428301172909574,Underserved,46.02014755959138,Weakly served,True,1569,1308,261,TOCMOCHE,CHOTA,CAJAMARCA
060419,71.1029133560348,Best served,63.24489216799092,Best served,False,254,266,-12,CHALAMARCA,CHOTA,CAJAMARCA
060501,59.69542186908816,Moderately served,54.68927355278093,Moderately served,False,570,817,-247,CONTUMAZA,CONTUMAZA,CAJAMARCA
060502,58.63601967461218,Moderately served,53.89472190692395,Moderately served,False,602,868,-266,CHILETE,CONTUMAZA,CAJAMARCA
060503,41.609912977676885,Weakly served,27.078603859250855,Underserved,True,1086,1467,-381,CUPISNIQUE,CONTUMAZA,CAJAMARCA
060504,67.88687097994702,Best served,60.83286038592509,Best served,False,367,421,-54,GUZMANGO,CONTUMAZA,CAJAMARCA
060505,49.952705259175175,Moderately served,47.3822360953462,Weakly served,True,825,1252,-427,SAN BENITO,CONTUMAZA,CAJAMARCA
060506,58.692773363601965,Moderately served,53.93728717366629,Moderately served,False,599,865,-266,SANTA CRUZ DE TOLED,CONTUMAZA,CAJAMARCA
060507,40.474839197881195,Weakly served,47.94977298524404,Weakly served,False,1133,1221,-88,TANTARICA,CONTUMAZA,CAJAMARCA
060508,41.26939084373818,Weakly served,49.893586833144155,Weakly served,False,1102,1119,-17,YONAN,CONTUMAZA,CAJAMARCA
060601,88.68709799470298,Best served,76.43303064699205,Best served,False,77,80,-3,CUTERVO,CUTERVO,CAJAMARCA
060602,59.41165342413923,Moderately served,62.50709421112373,Best served,True,578,312,266,CALLAYUC,CUTERVO,CAJAMARCA
060603,49.06356413166856,Moderately served,54.00822928490352,Moderately served,False,860,860,0,CHOROS,CUTERVO,CAJAMARCA
060604,46.3677639046538,Weakly served,60.97474460839955,Best served,True,936,410,526,CUJILLO,CUTERVO,CAJAMARCA
060605,51.6836927733636,Moderately served,64.9616912599319,Best served,True,778,167,611,LA RAMADA,CUTERVO,CAJAMARCA
060606,54.32273931138857,Moderately served,61.72673098751419,Best served,True,701,361,340,PIMPINGOS,CUTERVO,CAJAMARCA
060607,54.00113507377979,Moderately served,59.86804767309876,Moderately served,False,711,480,231,QUEROCOTILLO,CUTERVO,CAJAMARCA
060608,68.00037835792659,Best served,60.91799091940976,Best served,False,362,415,-53,SAN ANDRES DE CUTERVO,CUTERVO,CAJAMARCA
060609,55.24971623155505,Moderately served,62.535471055618615,Best served,True,679,310,369,SAN JUAN DE CUTERVO,CUTERVO,CAJAMARCA
060610,59.279228149829734,Moderately served,61.84023836549376,Best served,True,582,352,230,SAN LUIS DE LUCMA,CUTERVO,CAJAMARCA
060611,57.75633749527053,Moderately served,62.33683314415437,Best served,True,616,322,294,SANTA CRUZ,CUTERVO,CAJAMARCA
060612,72.2379871358305,Best served,64.09619750283768,Best served,False,213,217,-4,SANTO DOMINGO DE LA CAPILLA,CUTERVO,CAJAMARCA
060613,58.29549754067347,Moderately served,62.251702610669696,Best served,True,609,326,283,SANTO TOMAS,CUTERVO,CAJAMARCA
060614,72.08664396519106,Best served,63.98269012485812,Best served,False,219,223,-4,SOCOTA,CUTERVO,CAJAMARCA
060615,44.28679530836171,Weakly served,54.022417707150964,Moderately served,True,1001,859,142,TORIBIO CASANOVA,CUTERVO,CAJAMARCA
060701,87.4952705259175,Best served,75.53916004540295,Best served,False,86,90,-4,BAMBAMARCA,HUALGAYOC,CAJAMARCA
060702,65.12485811577753,Moderately served,58.761350737797954,Moderately served,False,445,556,-111,CHUGUR,HUALGAYOC,CAJAMARCA
060703,70.72455542943624,Best served,62.961123723042,Best served,False,272,285,-13,HUALGAYOC,HUALGAYOC,CAJAMARCA
060801,90.08702232311768,Best served,77.48297389330307,Best served,False,64,66,-2,JAEN,JAEN,CAJAMARCA
060802,62.86416950435111,Moderately served,62.24460839954597,Best served,True,496,327,169,BELLAVISTA,JAEN,CAJAMARCA
060803,40.096481271282634,Weakly served,49.53887627695801,Weakly served,False,1146,1138,8,CHONTALÍ,JAEN,CAJAMARCA
060804,43.38819523269012,Weakly served,51.68132803632236,Weakly served,False,1025,1006,19,COLASAY,JAEN,CAJAMARCA
060805,71.840711312902,Best served,63.79824063564132,Best served,False,224,231,-7,HUABAL,JAEN,CAJAMARCA
060806,65.80590238365494,Best served,59.27213393870602,Moderately served,True,423,520,-97,LAS PIRIAS,JAEN,CAJAMARCA
060807,36.38857359061672,Weakly served,48.446367763904654,Weakly served,False,1240,1199,41,POMAHUACA,JAEN,CAJAMARCA
060808,31.498297389330304,Underserved,49.822644721906926,Weakly served,True,1420,1121,299,PUCARA,JAEN,CAJAMARCA
060809,37.60877790389708,Weakly served,54.40550510783201,Moderately served,True,1205,834,371,SALLIQUE,JAEN,CAJAMARCA
060810,30.23079833522512,Underserved,48.87202043132804,Weakly served,True,1478,1176,302,SAN FELIPE,JAEN,CAJAMARCA
060811,43.426031025349985,Weakly served,54.178490351872874,Moderately served,True,1021,849,172,SAN JOSE DEL ALTO,JAEN,CAJAMARCA
060812,55.72266363980325,Moderately served,56.78916004540295,Moderately served,False,666,686,-20,SANTA ROSA,JAEN,CAJAMARCA
060901,47.76768823306848,Weakly served,62.02468785471056,Best served,True,892,341,551,SAN IGNACIO,SAN IGNACIO,CAJAMARCA
060902,47.19069239500567,Weakly served,56.831725312145295,Moderately served,True,909,683,226,CHIRINOS,SAN IGNACIO,CAJAMARCA
060903,41.77071509648127,Weakly served,53.511634506242906,Weakly served,False,1082,890,192,HUARANGO,SAN IGNACIO,CAJAMARCA
060904,52.374195989405976,Moderately served,61.20175936435868,Best served,True,753,395,358,LA COIPA,SAN IGNACIO,CAJAMARCA
060905,31.914491108588724,Underserved,50.13479001135074,Weakly served,True,1402,1103,299,NAMBALLE,SAN IGNACIO,CAJAMARCA
060906,33.465758607642826,Underserved,51.29824063564132,Weakly served,True,1341,1029,312,SAN JOSE DE LOURDES,SAN IGNACIO,CAJAMARCA
060907,34.01437760121074,Underserved,51.709704880817256,Weakly served,True,1327,1004,323,TABACONAS,SAN IGNACIO,CAJAMARCA
061001,47.79606507756338,Weakly served,57.62627695800227,Moderately served,True,890,630,260,PEDRO GALVEZ,SAN MARCOS,CAJAMARCA
061002,59.808929247067724,Moderately served,61.343643586833146,Best served,True,567,386,181,CHANCAY,SAN MARCOS,CAJAMARCA
061003,59.16572077185017,Moderately served,54.29199772985244,Moderately served,False,586,842,-256,EDUARDO VILLANUEVA,SAN MARCOS,CAJAMARCA
061004,46.96367763904654,Weakly served,56.94523269012486,Moderately served,True,916,675,241,GREGORIO PITA,SAN MARCOS,CAJAMARCA
061005,45.73401437760121,Weakly served,53.68189557321226,Moderately served,True,953,880,73,ICHOCAN,SAN MARCOS,CAJAMARCA
061006,39.77487703367386,Weakly served,49.964528944381385,Weakly served,False,1152,1115,37,JOSE MANUEL QUIROZ,SAN MARCOS,CAJAMARCA
061007,40.51267499054105,Weakly served,50.75908059023837,Weakly served,False,1132,1063,69,JOSE SABOGAL,SAN MARCOS,CAJAMARCA
061101,40.938327657964436,Weakly served,56.902667423382525,Moderately served,True,1120,678,442,SAN MIGUEL,SAN MIGUEL,CAJAMARCA
061102,41.373439273552776,Weakly served,57.22900113507378,Moderately served,True,1095,657,438,BOLIVAR,SAN MIGUEL,CAJAMARCA
061103,31.309118426031024,Underserved,49.680760499432466,Weakly served,True,1426,1129,297,CALQUIS,SAN MIGUEL,CAJAMARCA
061104,43.00037835792659,Weakly served,50.50368898978434,Weakly served,False,1039,1079,-40,CATILLUC,SAN MIGUEL,CAJAMARCA
061105,49.31895573212259,Moderately served,63.18813847900114,Best served,True,852,270,582,EL PRADO,SAN MIGUEL,CAJAMARCA
061106,38.70601589103292,Weakly served,55.228433598183884,Moderately served,True,1178,784,394,LA FLORIDA,SAN MIGUEL,CAJAMARCA
061107,53.75520242149073,Moderately served,61.91118047673099,Best served,True,719,348,371,LLAPA,SAN MIGUEL,CAJAMARCA
061108,30.27809307604994,Underserved,44.161464245175935,Underserved,False,1475,1358,117,NANCHOC,SAN MIGUEL,CAJAMARCA
