ubigeo,distrito,provincia,departamento,n_active,n_emergency,area_km2,dist_km_nearest_emergency,dist_km_nearest_any,fac_score,activity_score,emerg_atenciones,access_score,pct_ccpp_within_15km_any,composite_score,tier
050806,OYOLO,PAUCAR DEL SARA SARA,AYACUCHO,2,0,793.87,71.397,18.911,10.21566401816118,44.5800227014756,0.0,5.2213393870601585,76.19,16.309591373439275,Underserved
050807,PARARCA,PAUCAR DEL SARA SARA,AYACUCHO,1,0,56.66,41.374,1.787,55.05107832009081,44.5800227014756,0.0,60.130533484676505,100.0,54.97304199772985,Moderately served
050808,SAN JAVIER DE ALPABAMBA,PAUCAR DEL SARA SARA,AYACUCHO,1,0,117.5,52.62,3.183,32.9738933030647,44.5800227014756,0.0,60.130533484676505,100.0,49.45374574347333,Weakly served
050809,SAN JOSE DE USHUA,PAUCAR DEL SARA SARA,AYACUCHO,1,0,28.42,67.171,3.311,75.7094211123723,44.5800227014756,0.0,60.130533484676505,100.0,60.13762769580023,Moderately served
050810,SARA SARA,PAUCAR DEL SARA SARA,AYACUCHO,1,0,85.02,44.149,1.809,42.79228149829739,44.5800227014756,0.0,60.130533484676505,100.0,51.9083427922815,Weakly served
050901,QUEROBAMBA,SUCRE,AYACUCHO,4,0,282.01,53.534,4.471,48.694665153234965,44.5800227014756,0.0,60.130533484676505,100.0,53.3839387060159,Weakly served
050902,BELEN,SUCRE,AYACUCHO,1,0,36.34,32.079,0.998,69.2395005675369,44.5800227014756,0.0,60.130533484676505,100.0,58.52014755959138,Moderately served
050903,CHALCOS,SUCRE,AYACUCHO,1,0,54.87,36.983,0.444,56.356413166855845,44.5800227014756,0.0,60.130533484676505,100.0,55.29937570942111,Moderately served
050904,CHILCAYOC,SUCRE,AYACUCHO,1,0,29.75,41.251,0.804,74.74460839954598,44.5800227014756,0.0,60.130533484676505,100.0,59.896424517593644,Moderately served
050905,HUACAÑA,SUCRE,AYACUCHO,1,0,144.0,59.026,4.906,27.63904653802497,44.5800227014756,0.0,60.130533484676505,100.0,48.1200340522134,Weakly served
050906,MORCOLLA,SUCRE,AYACUCHO,3,0,288.83,66.356,5.974,38.7627695800227,44.5800227014756,0.0,60.130533484676505,100.0,50.90096481271283,Weakly served
050907,PAICO,SUCRE,AYACUCHO,2,0,79.3,49.873,3.779,66.51532349602725,44.5800227014756,0.0,60.130533484676505,100.0,57.83910329171397,Moderately served
050908,SAN PEDRO DE LARCAY,SUCRE,AYACUCHO,1,0,314.2,72.452,11.947,13.734392735527809,44.5800227014756,0.0,17.67877412031782,98.0,23.41799091940976,Underserved
050909,SAN SALVADOR DE QUIJE,SUCRE,AYACUCHO,3,0,141.78,51.129,2.307,61.29398410896708,44.5800227014756,0.0,60.130533484676505,100.0,56.53376844494892,Moderately served
050910,SANTIAGO DE PAUCARAY,SUCRE,AYACUCHO,3,0,61.53,55.859,2.044,82.633371169126,44.5800227014756,0.0,60.130533484676505,100.0,61.86861520998865,Best served
050911,SORAS,SUCRE,AYACUCHO,1,0,351.71,69.576,12.492,12.088535754824063,44.5800227014756,0.0,60.130533484676505,100.0,44.232406356413165,Underserved
051001,HUANCAPI,FAJARDO,AYACUCHO,2,0,239.24,20.09,6.586,32.29284903518729,44.5800227014756,0.0,19.49489216799092,99.18,28.96566401816118,Underserved
051002,ALCAMENCA,FAJARDO,AYACUCHO,3,0,115.95,8.339,2.474,67.366628830874,44.5800227014756,0.0,60.130533484676505,100.0,58.05192962542566,Moderately served
051003,APONGO,FAJARDO,AYACUCHO,1,0,175.73,50.244,6.684,22.92849035187287,44.5800227014756,0.0,60.130533484676505,100.0,46.942395005675365,Weakly served
051004,ASQUIPATA,FAJARDO,AYACUCHO,3,0,71.33,53.995,3.062,80.02270147559591,44.5800227014756,0.0,60.130533484676505,100.0,61.21594778660613,Best served
051005,CANARIA,FAJARDO,AYACUCHO,4,0,265.08,39.958,6.098,50.68104426787742,44.5800227014756,0.0,15.862656072644722,96.39,31.746594778660615,Underserved
051006,CAYARA,FAJARDO,AYACUCHO,1,0,63.48,24.467,0.301,51.759364358683314,44.5800227014756,0.0,60.130533484676505,100.0,54.15011350737798,Moderately served
051007,COLCA,FAJARDO,AYACUCHO,2,0,63.84,14.648,0.624,72.98524404086265,44.5800227014756,0.0,60.130533484676505,100.0,59.456583427922816,Moderately served
051008,HUAMANQUIQUIA,FAJARDO,AYACUCHO,3,0,72.4,17.268,1.483,79.68217934165722,44.5800227014756,0.0,60.130533484676505,100.0,61.13081725312146,Best served
051009,HUANCARAYLLA,FAJARDO,AYACUCHO,3,0,162.11,13.463,5.586,56.81044267877412,44.5800227014756,0.0,60.130533484676505,100.0,55.41288308740069,Moderately served
051010,HUAYA,FAJARDO,AYACUCHO,2,0,156.62,32.574,4.473,45.459704880817256,44.5800227014756,0.0,60.130533484676505,100.0,52.57519863791147,Weakly served
051011,SARHUA,FAJARDO,AYACUCHO,4,0,378.66,29.69,8.112,39.21679909194097,44.5800227014756,0.0,60.130533484676505,100.0,51.014472190692395,Weakly served
051012,VILCANCHOS,FAJARDO,AYACUCHO,4,0,499.63,54.236,7.996,30.98751418842225,44.5800227014756,0.0,18.898978433598185,98.86,28.341373439273553,Underserved
051101,VILCAS HUAMAN,VILCAS HUAMAN,AYACUCHO,6,0,220.2,24.557,2.229,68.89897843359817,44.5800227014756,0.0,60.130533484676505,100.0,58.43501702610669,Moderately served
051102,ACCOMARCA,VILCAS HUAMAN,AYACUCHO,3,0,86.43,35.519,2.516,75.53916004540295,44.5800227014756,0.0,60.130533484676505,100.0,60.09506242905789,Moderately served
051103,CARHUANCA,VILCAS HUAMAN,AYACUCHO,1,0,54.26,25.42,0.581,56.69693530079455,44.5800227014756,0.0,60.130533484676505,100.0,55.384506242905786,Moderately served
051104,CONCEPCION,VILCAS HUAMAN,AYACUCHO,2,0,211.73,17.77,1.28,35.754824063564136,44.5800227014756,0.0,60.130533484676505,100.0,50.14897843359819,Weakly served
051105,HUAMBALPA,VILCAS HUAMAN,AYACUCHO,2,0,162.91,30.255,4.731,44.09761634506243,44.5800227014756,0.0,60.130533484676505,100.0,52.23467650397276,Weakly served
051106,INDEPENDENCIA,VILCAS HUAMAN,AYACUCHO,2,0,88.07,40.955,3.131,63.33711691259932,44.5800227014756,0.0,60.130533484676505,100.0,57.044551645856984,Moderately served
051107,SAURAMA,VILCAS HUAMAN,AYACUCHO,1,0,89.2,20.508,1.158,41.061293984108964,44.5800227014756,0.0,60.130533484676505,100.0,51.475595913734395,Weakly served
051108,VISCHONGO,VILCAS HUAMAN,AYACUCHO,6,0,264.75,16.291,2.165,63.11010215664018,44.5800227014756,0.0,60.130533484676505,100.0,56.9877979568672,Moderately served
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,165,12,380.12,9.349,1.911,96.14074914869465,97.55959137343928,90904.0,60.130533484676505,100.0,78.49035187287174,Best served
060102,ASUNCION,CAJAMARCA,CAJAMARCA,3,0,214.58,17.696,1.718,48.1838819523269,44.5800227014756,0.0,60.130533484676505,100.0,53.25624290578888,Weakly served
060103,CHETILLA,CAJAMARCA,CAJAMARCA,1,0,73.76,15.397,2.222,47.105561861521004,44.5800227014756,0.0,60.130533484676505,100.0,52.986662883087405,Weakly served
060104,COSPAN,CAJAMARCA,CAJAMARCA,3,0,554.15,30.036,4.099,21.62315550510783,44.5800227014756,0.0,60.130533484676505,100.0,46.61606129398411,Weakly served
060105,ENCAÑADA,CAJAMARCA,CAJAMARCA,13,0,635.17,21.899,3.375,60.215664018161185,44.5800227014756,0.0,60.130533484676505,100.0,56.26418842224745,Moderately served
060106,JESUS,CAJAMARCA,CAJAMARCA,6,0,295.95,18.468,4.892,59.76163450624291,44.5800227014756,0.0,60.130533484676505,100.0,56.150681044267884,Moderately served
060107,LLACANORA,CAJAMARCA,CAJAMARCA,1,0,50.9,8.417,1.557,58.910329171396135,44.5800227014756,0.0,60.130533484676505,100.0,55.93785471055619,Moderately served
060108,LOS BAÑOS DEL INCA,CAJAMARCA,CAJAMARCA,7,0,282.77,9.165,3.134,65.9477866061294,44.5800227014756,0.0,60.130533484676505,100.0,57.6972190692395,Moderately served
060109,MAGDALENA,CAJAMARCA,CAJAMARCA,4,0,207.63,14.452,1.62,58.28603859250852,44.5800227014756,0.0,60.130533484676505,100.0,55.78178206583428,Moderately served
060110,MATARA,CAJAMARCA,CAJAMARCA,1,0,57.69,27.077,1.779,54.59704880817253,44.5800227014756,0.0,60.130533484676505,100.0,54.859534619750285,Moderately served
060111,NAMORA,CAJAMARCA,CAJAMARCA,5,0,158.05,22.52,4.798,73.26901248581159,44.5800227014756,0.0,60.130533484676505,100.0,59.52752553916005,Moderately served
060112,SAN JUAN,CAJAMARCA,CAJAMARCA,1,0,72.55,10.043,2.502,47.72985244040863,44.5800227014756,0.0,60.130533484676505,100.0,53.14273552780931,Weakly served
060201,CAJABAMBA,CAJABAMBA,CAJAMARCA,7,1,190.47,1.794,0.582,76.73098751418841,91.82746878547105,7015.0,60.130533484676505,100.0,72.20488081725313,Best served
060202,CACHACHI,CAJABAMBA,CAJAMARCA,9,0,819.39,23.964,4.442,40.238365493757094,44.5800227014756,0.0,60.130533484676505,100.0,51.26986379114643,Weakly served
060203,CONDEBAMBA,CAJABAMBA,CAJAMARCA,5,0,197.37,12.709,2.376,66.6855845629966,44.5800227014756,0.0,60.130533484676505,100.0,57.8816685584563,Moderately served
060204,SITACOCHA,CAJABAMBA,CAJAMARCA,6,0,582.32,23.776,3.065,38.30874006810443,44.5800227014756,0.0,60.130533484676505,100.0,50.787457434733255,Weakly served
060301,CELENDIN,CELENDÍN,CAJAMARCA,8,1,403.96,10.858,3.73,59.25085130533485,92.22474460839955,7974.0,60.130533484676505,100.0,67.93416572077186,Best served
060302,CHUMUCH,CELENDÍN,CAJAMARCA,2,0,205.32,33.221,3.856,36.88989784335982,44.5800227014756,0.0,60.130533484676505,100.0,50.43274687854711,Weakly served
060303,CORTEGANA,CELENDÍN,CAJAMARCA,6,0,252.28,33.753,3.803,64.35868331441543,44.5800227014756,0.0,60.130533484676505,100.0,57.29994324631101,Moderately served
060304,HUASMIN,CELENDÍN,CAJAMARCA,9,0,446.54,20.052,2.432,59.53461975028377,44.5800227014756,0.0,60.130533484676505,100.0,56.0939273552781,Moderately served
060305,JORGE CHAVEZ,CELENDÍN,CAJAMARCA,1,0,51.93,11.808,2.71,58.22928490351873,44.5800227014756,0.0,60.130533484676505,100.0,55.767593643586835,Moderately served
060306,JOSE GALVEZ,CELENDÍN,CAJAMARCA,2,0,50.48,5.832,3.272,78.6038592508513,44.5800227014756,0.0,60.130533484676505,100.0,60.861237230419974,Best served
060307,MIGUEL IGLESIAS,CELENDÍN,CAJAMARCA,4,0,263.09,27.283,3.725,50.851305334846764,44.5800227014756,0.0,60.130533484676505,100.0,53.92309875141884,Moderately served
060308,OXAMARCA,CELENDÍN,CAJAMARCA,4,0,282.08,23.277,1.627,48.63791146424518,44.5800227014756,0.0,60.130533484676505,100.0,53.36975028376845,Weakly served
060309,SOROCHUCO,CELENDÍN,CAJAMARCA,7,0,167.04,17.963,2.646,79.90919409761634,44.5800227014756,0.0,60.130533484676505,100.0,61.187570942111236,Best served
060310,SUCRE,CELENDÍN,CAJAMARCA,2,0,262.94,16.857,2.002,29.625425652667424,44.5800227014756,0.0,60.130533484676505,100.0,48.616628830874006,Weakly served
060311,UTCO,CELENDÍN,CAJAMARCA,1,0,99.12,10.163,3.729,37.74120317820658,44.5800227014756,0.0,60.130533484676505,100.0,50.645573212258796,Weakly served
060312,LA LIBERTAD DE PALLAN,CELENDÍN,CAJAMARCA,3,0,169.9,23.279,1.974,55.107832009080596,44.5800227014756,0.0,60.130533484676505,100.0,54.9872304199773,Moderately served
060401,CHOTA,CHOTA,CAJAMARCA,42,1,267.08,1.211,0.576,93.41657207718501,94.09761634506243,21251.0,60.130533484676505,100.0,76.94381384790012,Best served
060402,ANGUIA,CHOTA,CAJAMARCA,5,0,153.03,26.291,3.448,73.95005675368898,44.5800227014756,0.0,60.130533484676505,100.0,59.6977866061294,Moderately served
060403,CHADIN,CHOTA,CAJAMARCA,5,0,64.96,28.659,1.388,88.81952326901249,44.5800227014756,0.0,60.130533484676505,100.0,63.41515323496027,Best served
060404,CHIGUIRIP,CHOTA,CAJAMARCA,6,0,48.29,12.919,1.218,92.4517593643587,44.5800227014756,0.0,60.130533484676505,100.0,64.32321225879683,Best served
060405,CHIMBAN,CHOTA,CAJAMARCA,4,0,145.74,38.223,3.792,69.06923950056753,44.5800227014756,0.0,60.130533484676505,100.0,58.477582292849036,Moderately served
060406,CHOROPAMPA,CHOTA,CAJAMARCA,4,0,207.88,37.753,1.406,58.172531214528945,44.5800227014756,0.0,60.130533484676505,100.0,55.75340522133939,Moderately served
060407,COCHABAMBA,CHOTA,CAJAMARCA,8,0,118.22,12.138,3.062,87.57094211123723,44.5800227014756,0.0,60.130533484676505,100.0,63.10300794551646,Best served
060408,CONCHAN,CHOTA,CAJAMARCA,7,0,153.35,11.607,0.904,81.21452894438139,44.5800227014756,0.0,60.130533484676505,100.0,61.5139046538025,Best served
060409,HUAMBOS,CHOTA,CAJAMARCA,8,0,246.35,18.557,1.213,73.72304199772985,44.5800227014756,0.0,60.130533484676505,100.0,59.64103291713961,Moderately served
060410,LAJAS,CHOTA,CAJAMARCA,15,0,121.38,8.322,0.997,92.22474460839955,44.5800227014756,0.0,60.130533484676505,100.0,64.26645856980704,Best served
060411,LLAMA,CHOTA,CAJAMARCA,9,0,492.84,43.368,3.1,56.41316685584563,44.5800227014756,0.0,60.130533484676505,100.0,55.31356413166856,Moderately served
060412,MIRACOSTA,CHOTA,CAJAMARCA,6,0,423.22,54.065,5.473,48.58115777525539,44.5800227014756,0.0,60.130533484676505,100.0,53.355561861521,Weakly served
060413,PACCHA,CHOTA,CAJAMARCA,8,0,98.29,21.005,2.214,89.27355278093077,44.5800227014756,0.0,60.130533484676505,100.0,63.528660612939845,Best served
060414,PION,CHOTA,CAJAMARCA,4,0,141.57,43.194,0.611,70.14755959137344,44.5800227014756,0.0,60.130533484676505,100.0,58.74716231555051,Moderately served
060415,QUEROCOTO,CHOTA,CAJAMARCA,11,0,299.83,30.912,1.834,76.67423382519864,44.5800227014756,0.0,60.130533484676505,100.0,60.37883087400681,Moderately served
060416,SAN JUAN DE LICUPIS,CHOTA,CAJAMARCA,3,0,201.02,49.057,3.194,50.340522133938705,44.5800227014756,0.0,60.130533484676505,100.0,53.79540295119183,Moderately served
060417,TACABAMBA,CHOTA,CAJAMARCA,13,0,193.71,21.07,1.087,87.45743473325767,44.5800227014756,0.0,60.130533484676505,100.0,63.074631101021566,Best served
060418,TOCMOCHE,CHOTA,CAJAMARCA,1,0,218.04,48.89,5.264,19.23950056753689,44.5800227014756,0.0,60.130533484676505,100.0,46.02014755959138,Weakly served
060419,CHALAMARCA,CHOTA,CAJAMARCA,13,0,177.91,17.405,1.467,88.13847900113507,44.5800227014756,0.0,60.130533484676505,100.0,63.24489216799092,Best served
060501,CONTUMAZA,CONTUMAZA,CAJAMARCA,6,0,353.04,18.558,8.621,53.91600454029511,44.5800227014756,0.0,60.130533484676505,100.0,54.68927355278093,Moderately served
060502,CHILETE,CONTUMAZA,CAJAMARCA,2,0,131.77,24.97,4.472,50.73779795686719,44.5800227014756,0.0,60.130533484676505,100.0,53.89472190692395,Moderately served
060503,CUPISNIQUE,CONTUMAZA,CAJAMARCA,2,0,294.11,30.057,5.253,27.014755959137343,44.5800227014756,0.0,18.359818388195233,98.46,27.078603859250855,Underserved
060504,GUZMANGO,CONTUMAZA,CAJAMARCA,2,0,50.58,17.093,1.816,78.49035187287173,44.5800227014756,0.0,60.130533484676505,100.0,60.83286038592509,Best served
060505,SAN BENITO,CONTUMAZA,CAJAMARCA,3,0,488.4,16.198,9.158,24.687854710556188,44.5800227014756,0.0,60.130533484676505,100.0,47.3822360953462,Weakly served
060506,SANTA CRUZ DE TOLED,CONTUMAZA,CAJAMARCA,1,0,65.56,17.807,3.523,50.90805902383655,44.5800227014756,0.0,60.130533484676505,100.0,53.93728717366629,Moderately served
060507,TANTARICA,CONTUMAZA,CAJAMARCA,1,0,147.53,27.157,3.33,26.958002270147556,44.5800227014756,0.0,60.130533484676505,100.0,47.94977298524404,Weakly served
060508,YONAN,CONTUMAZA,CAJAMARCA,5,0,547.34,30.1,4.85,34.73325766174801,44.5800227014756,0.0,60.130533484676505,100.0,49.893586833144155,Weakly served
060601,CUTERVO,CUTERVO,CAJAMARCA,57,1,431.38,1.94,0.506,92.62202043132804,92.84903518728717,10787.0,60.130533484676505,100.0,76.43303064699205,Best served
060602,CALLAYUC,CUTERVO,CAJAMARCA,18,0,309.16,30.766,1.68,85.18728717366629,44.5800227014756,0.0,60.130533484676505,100.0,62.50709421112373,Best served
060603,CHOROS,CUTERVO,CAJAMARCA,4,0,260.11,23.601,2.769,51.19182746878547,44.5800227014756,0.0,60.130533484676505,100.0,54.00822928490352,Moderately served
060604,CUJILLO,CUTERVO,CAJAMARCA,4,0,99.04,40.701,1.665,79.05788876276958,44.5800227014756,0.0,60.130533484676505,100.0,60.97474460839955,Best served
060605,LA RAMADA,CUTERVO,CAJAMARCA,8,0,34.66,34.135,0.628,95.00567536889898,44.5800227014756,0.0,60.130533484676505,100.0,64.9616912599319,Best served
060606,PIMPINGOS,CUTERVO,CAJAMARCA,8,0,169.71,34.621,1.711,82.06583427922814,44.5800227014756,0.0,60.130533484676505,100.0,61.72673098751419,Best served
060607,QUEROCOTILLO,CUTERVO,CAJAMARCA,23,0,689.4,36.728,2.293,74.63110102156641,44.5800227014756,0.0,60.130533484676505,100.0,59.86804767309876,Moderately served
060608,SAN ANDRES DE CUTERVO,CUTERVO,CAJAMARCA,5,0,124.85,19.064,0.333,78.83087400681045,44.5800227014756,0.0,60.130533484676505,100.0,60.91799091940976,Best served
060609,SAN JUAN DE CUTERVO,CUTERVO,CAJAMARCA,4,0,68.42,33.1,0.345,85.30079455164585,44.5800227014756,0.0,60.130533484676505,100.0,62.535471055618615,Best served
060610,SAN LUIS DE LUCMA,CUTERVO,CAJAMARCA,5,0,102.83,28.639,1.73,82.51986379114642,44.5800227014756,0.0,60.130533484676505,100.0,61.84023836549376,Best served
060611,SANTA CRUZ,CUTERVO,CAJAMARCA,7,0,129.94,30.433,1.831,84.50624290578888,44.5800227014756,0.0,60.130533484676505,100.0,62.33683314415437,Best served
060612,SANTO DOMINGO DE LA CAPILLA,CUTERVO,CAJAMARCA,12,0,104.95,13.835,1.625,91.54370034052214,44.5800227014756,0.0,60.130533484676505,100.0,64.09619750283768,Best served
060613,SANTO TOMAS,CUTERVO,CAJAMARCA,12,0,228.21,32.724,2.541,84.16572077185018,44.5800227014756,0.0,60.130533484676505,100.0,62.251702610669696,Best served
060614,SOCOTA,CUTERVO,CAJAMARCA,17,0,155.0,16.659,0.932,91.08967082860386,44.5800227014756,0.0,60.130533484676505,100.0,63.98269012485812,Best served
060615,TORIBIO CASANOVA,CUTERVO,CAJAMARCA,2,0,129.72,32.697,1.639,51.248581157775256,44.5800227014756,0.0,60.130533484676505,100.0,54.022417707150964,Moderately served
060701,BAMBAMARCA,HUALGAYOC,CAJAMARCA,40,1,454.58,5.99,4.47,89.8410896708286,92.05448354143019,7686.0,60.130533484676505,100.0,75.53916004540295,Best served
060702,CHUGUR,HUALGAYOC,CAJAMARCA,3,0,106.03,14.927,3.45,70.20431328036322,44.5800227014756,0.0,60.130533484676505,100.0,58.761350737797954,Moderately served
060703,HUALGAYOC,HUALGAYOC,CAJAMARCA,15,0,229.32,12.003,1.593,87.00340522133939,44.5800227014756,0.0,60.130533484676505,100.0,62.961123723042,Best served
060801,JAEN,JAEN,CAJAMARCA,97,4,558.23,8.511,2.844,94.09761634506243,95.57321225879683,34691.0,60.130533484676505,100.0,77.48297389330307,Best served
060802,BELLAVISTA,JAEN,CAJAMARCA,9,1,868.88,13.143,6.154,38.47900113507378,90.23836549375709,3124.0,60.130533484676505,100.0,62.24460839954597,Best served
060803,CHONTALÍ,JAEN,CAJAMARCA,4,0,463.18,37.331,1.035,33.314415437003404,44.5800227014756,0.0,60.130533484676505,100.0,49.53887627695801,Weakly served
060804,COLASAY,JAEN,CAJAMARCA,7,0,605.5,28.713,4.567,41.88422247446084,44.5800227014756,0.0,60.130533484676505,100.0,51.68132803632236,Weakly served
060805,HUABAL,JAEN,CAJAMARCA,8,0,85.14,15.873,1.056,90.35187287173666,44.5800227014756,0.0,60.130533484676505,100.0,63.79824063564132,Best served
060806,LAS PIRIAS,JAEN,CAJAMARCA,2,0,65.53,9.205,1.074,72.24744608399546,44.5800227014756,0.0,60.130533484676505,100.0,59.27213393870602,Moderately served
060807,POMAHUACA,JAEN,CAJAMARCA,6,0,815.25,47.21,2.092,28.944381384790013,44.5800227014756,0.0,60.130533484676505,100.0,48.446367763904654,Weakly served
060808,PUCARA,JAEN,CAJAMARCA,2,0,222.21,50.85,0.708,34.44948921679909,44.5800227014756,0.0,60.130533484676505,100.0,49.822644721906926,Weakly served
060809,SALLIQUE,JAEN,CAJAMARCA,6,0,367.12,57.029,3.401,52.78093076049943,44.5800227014756,0.0,60.130533484676505,100.0,54.40550510783201,Moderately served
060810,SAN FELIPE,JAEN,CAJAMARCA,2,0,256.75,56.759,1.804,30.64699205448354,44.5800227014756,0.0,60.130533484676505,100.0,48.87202043132804,Weakly served
060811,SAN JOSE DEL ALTO,JAEN,CAJAMARCA,8,0,506.22,34.79,3.966,51.87287173666289,44.5800227014756,0.0,60.130533484676505,100.0,54.178490351872874,Moderately served
060812,SANTA ROSA,JAEN,CAJAMARCA,6,0,269.0,23.952,2.488,62.315550510783204,44.5800227014756,0.0,60.130533484676505,100.0,56.78916004540295,Moderately served
060901,SAN IGNACIO,SAN IGNACIO,CAJAMARCA,18,0,358.08,66.62,0.708,83.25766174801362,44.5800227014756,0.0,60.130533484676505,100.0,62.02468785471056,Best served
060902,CHIRINOS,SAN IGNACIO,CAJAMARCA,8,0,357.86,45.008,2.201,62.48581157775256,44.5800227014756,0.0,60.130533484676505,100.0,56.831725312145295,Moderately served
060903,HUARANGO,SAN IGNACIO,CAJAMARCA,13,0,906.2,62.783,8.173,49.205448354143016,44.5800227014756,0.0,60.130533484676505,100.0,53.511634506242906,Weakly served
060904,LA COIPA,SAN IGNACIO,CAJAMARCA,17,0,405.2,39.741,0.312,79.96594778660612,44.5800227014756,0.0,60.130533484676505,100.0,61.20175936435868,Best served
060905,NAMBALLE,SAN IGNACIO,CAJAMARCA,6,0,636.08,78.428,2.086,35.69807037457435,44.5800227014756,0.0,60.130533484676505,100.0,50.13479001135074,Weakly served
060906,SAN JOSE DE LOURDES,SAN IGNACIO,CAJAMARCA,15,0,1364.08,84.56,2.145,40.35187287173666,44.5800227014756,0.0,60.130533484676505,100.0,51.29824063564132,Weakly served
060907,TABACONAS,SAN IGNACIO,CAJAMARCA,9,0,778.14,62.209,7.328,41.99772985244041,44.5800227014756,0.0,60.130533484676505,100.0,51.709704880817256,Weakly served
061001,PEDRO GALVEZ,SAN MARCOS,CAJAMARCA,6,0,243.14,36.653,0.8,65.66401816118048,44.5800227014756,0.0,60.130533484676505,100.0,57.62627695800227,Moderately served
061002,CHANCAY,SAN MARCOS,CAJAMARCA,3,0,68.44,26.277,2.072,80.53348467650397,44.5800227014756,0.0,60.130533484676505,100.0,61.343643586833146,Best served
061003,EDUARDO VILLANUEVA,SAN MARCOS,CAJAMARCA,1,0,62.42,24.057,3.024,52.32690124858116,44.5800227014756,0.0,60.130533484676505,100.0,54.29199772985244,Moderately served
061004,GREGORIO PITA,SAN MARCOS,CAJAMARCA,5,0,221.41,36.354,4.824,62.939841089670836,44.5800227014756,0.0,60.130533484676505,100.0,56.94523269012486,Moderately served
061005,ICHOCAN,SAN MARCOS,CAJAMARCA,1,0,68.02,25.531,1.256,49.88649262202043,44.5800227014756,0.0,60.130533484676505,100.0,53.68189557321226,Moderately served
061006,JOSE MANUEL QUIROZ,SAN MARCOS,CAJAMARCA,1,0,107.98,31.176,2.934,35.01702610669694,44.5800227014756,0.0,60.130533484676505,100.0,49.964528944381385,Weakly served
061007,JOSE SABOGAL,SAN MARCOS,CAJAMARCA,6,0,583.98,30.186,8.105,38.19523269012486,44.5800227014756,0.0,60.130533484676505,100.0,50.75908059023837,Weakly served
061101,SAN MIGUEL,SAN MIGUEL,CAJAMARCA,8,0,356.15,45.756,3.576,62.769580022701476,44.5800227014756,0.0,60.130533484676505,100.0,56.902667423382525,Moderately served
061102,BOLIVAR,SAN MIGUEL,CAJAMARCA,2,0,84.81,40.702,1.845,64.07491486946651,44.5800227014756,0.0,60.130533484676505,100.0,57.22900113507378,Moderately served
061103,CALQUIS,SAN MIGUEL,CAJAMARCA,3,0,340.4,51.176,4.808,33.88195232690125,44.5800227014756,0.0,60.130533484676505,100.0,49.680760499432466,Weakly served
061104,CATILLUC,SAN MIGUEL,CAJAMARCA,2,0,202.73,27.062,1.428,37.17366628830874,44.5800227014756,0.0,60.130533484676505,100.0,50.50368898978434,Weakly served
061105,EL PRADO,SAN MIGUEL,CAJAMARCA,5,0,70.59,51.991,0.862,87.91146424517594,44.5800227014756,0.0,60.130533484676505,100.0,63.18813847900114,Best served
061106,LA FLORIDA,SAN MIGUEL,CAJAMARCA,1,0,55.22,50.385,2.707,56.072644721906926,44.5800227014756,0.0,60.130533484676505,100.0,55.228433598183884,Moderately served
061107,LLAPA,SAN MIGUEL,CAJAMARCA,7,0,142.79,34.458,0.538,82.80363223609535,44.5800227014756,0.0,60.130533484676505,100.0,61.91118047673099,Best served
061108,NANCHOC,SAN MIGUEL,CAJAMARCA,1,0,360.5,31.484,4.97,11.804767309875142,44.5800227014756,0.0,60.130533484676505,100.0,44.161464245175935,Underserved
061109,NIEPOS,SAN MIGUEL,CAJAMARCA,4,0,155.65,46.942,0.337,67.13961407491486,44.5800227014756,0.0,60.130533484676505,100.0,57.99517593643587,Moderately served
061110,SAN GREGORIO,SAN MIGUEL,CAJAMARCA,3,0,309.57,32.485,7.052,36.6061293984109,44.5800227014756,0.0,60.130533484676505,100.0,50.36180476730988,Weakly served
061111,SAN SILVESTRE DE COCHAN,SAN MIGUEL,CAJAMARCA,6,0,134.66,33.44,2.969,80.87400681044268,44.5800227014756,0.0,60.130533484676505,100.0,61.428774120317826,Best served
061112,TONGOD,SAN MIGUEL,CAJAMARCA,3,0,161.72,32.012,2.979,56.92395005675369,44.5800227014756,0.0,60.130533484676505,100.0,55.44125993189557,Moderately served
061113,UNION AGUA BLANCA,SAN MIGUEL,CAJAMARCA,2,0,170.72,43.711,4.488,42.45175936435868,44.5800227014756,0.0,60.130533484676505,100.0,51.82321225879682,Weakly served
061201,SAN PABLO,SAN PABLO,CAJAMARCA,5,0,200.71,30.747,0.492,66.23155505107832,44.5800227014756,0.0,60.130533484676505,100.0,57.76816118047673,Moderately served
061202,SAN BERNARDINO,SAN PABLO,CAJAMARCA,3,0,166.94,30.094,2.804,55.788876276958,44.5800227014756,0.0,60.130533484676505,100.0,55.157491486946654,Moderately served
061203,SAN LUIS,SAN PABLO,CAJAMARCA,2,0,42.95,36.273,0.518,81.55505107832009,44.5800227014756,0.0,60.130533484676505,100.0,61.59903518728717,Best served
061204,TUMBADEN,SAN PABLO,CAJAMARCA,3,0,256.51,25.199,3.13,42.281498297389334,44.5800227014756,0.0,60.130533484676505,100.0,51.780646992054486,Weakly served
061301,SANTA CRUZ,SANTA CRUZ,CAJAMARCA,8,0,105.58,30.779,0.419,88.59250851305335,44.5800227014756,0.0,60.130533484676505,100.0,63.358399545970485,Best served
