ubigeo,distrito,provincia,departamento,n_active,n_emergency,area_km2,dist_km_nearest_emergency,dist_km_nearest_any,fac_score,activity_score,emerg_atenciones,access_score,pct_ccpp_within_15km_any,composite_score,tier
010402,EL CENEPA,CONDORCANQUI,AMAZONAS,21,0,5623.54,70.811,11.754,15.720771850170262,44.5800227014756,0.0,4.909194097616345,74.42,17.529795686719638,Underserved
010403,RÍO SANTIAGO,CONDORCANQUI,AMAZONAS,26,0,8088.75,87.115,13.417,14.018161180476731,44.5800227014756,0.0,8.456299659477866,85.39,18.877695800227016,Underserved
010501,LAMUD,LUYA,AMAZONAS,3,0,73.22,14.498,2.728,79.28490351872873,44.5800227014756,0.0,60.130533484676505,100.0,61.031498297389334,Best served
010502,CAMPORREDONDO,LUYA,AMAZONAS,5,0,219.25,48.358,1.654,63.56413166855845,44.5800227014756,0.0,60.130533484676505,100.0,57.101305334846764,Moderately served
010503,COCABAMBA,LUYA,AMAZONAS,7,0,343.05,30.483,9.588,60.04540295119183,44.5800227014756,0.0,60.130533484676505,100.0,56.221623155505114,Moderately served
010504,COLCAMAR,LUYA,AMAZONAS,4,0,107.81,17.649,4.195,77.1282633371169,44.5800227014756,0.0,60.130533484676505,100.0,60.49233825198638,Moderately served
010505,CONILA,LUYA,AMAZONAS,3,0,249.13,37.092,4.539,43.416572077185016,44.5800227014756,0.0,60.130533484676505,100.0,52.064415437003404,Weakly served
010506,INGUILPATA,LUYA,AMAZONAS,1,0,118.7,17.373,3.433,32.633371169125994,44.5800227014756,0.0,60.130533484676505,100.0,49.36861520998865,Weakly served
010507,LONGUITA,LUYA,AMAZONAS,2,0,58.76,24.468,2.747,74.97162315550511,44.5800227014756,0.0,60.130533484676505,100.0,59.95317820658343,Moderately served
010508,LONYA CHICO,LUYA,AMAZONAS,3,0,69.6,15.665,2.111,80.24971623155504,44.5800227014756,0.0,60.130533484676505,100.0,61.27270147559591,Best served
010509,LUYA,LUYA,AMAZONAS,5,0,96.24,13.629,1.134,83.82519863791147,44.5800227014756,0.0,60.130533484676505,100.0,62.16657207718502,Best served
010510,LUYA VIEJO,LUYA,AMAZONAS,1,0,55.83,30.005,6.09,55.73212258796821,44.5800227014756,0.0,60.130533484676505,100.0,55.143303064699204,Moderately served
010511,MARIA,LUYA,AMAZONAS,1,0,87.84,31.066,4.807,41.543700340522136,44.5800227014756,0.0,60.130533484676505,100.0,51.59619750283768,Weakly served
010512,OCALLI,LUYA,AMAZONAS,5,0,172.28,38.128,3.384,71.33938706015891,44.5800227014756,0.0,60.130533484676505,100.0,59.04511918274688,Moderately served
010513,OCUMAL,LUYA,AMAZONAS,5,0,364.58,34.707,4.217,47.616345062429055,44.5800227014756,0.0,60.130533484676505,100.0,53.114358683314414,Weakly served
010514,PISUQUIA,LUYA,AMAZONAS,10,0,291.17,35.95,4.159,75.25539160045402,44.5800227014756,0.0,60.130533484676505,100.0,60.02412031782066,Moderately served
